time, x, y, z
661.741, -0.399146, 0.230435, 0.629232
661.751, -0.399149, 0.230436, 0.629227
661.762, -0.399051, 0.230384, 0.62871
661.771, -0.398627, 0.230133, 0.627174
661.781, -0.397712, 0.229608, 0.625111
661.792, -0.396471, 0.228903, 0.62306
661.801, -0.395142, 0.228144, 0.621184
661.811, -0.393822, 0.227384, 0.619234
661.821, -0.392527, 0.22664, 0.617287
661.831, -0.391242, 0.225903, 0.615317
661.841, -0.389977, 0.225177, 0.613325
661.851, -0.38872, 0.224456, 0.611318
661.862, -0.387472, 0.223741, 0.609299
661.871, -0.386242, 0.223036, 0.60726
661.881, -0.385019, 0.222335, 0.605206
661.891, -0.383802, 0.221649, 0.60314
661.901, -0.382605, 0.220967, 0.601054
661.912, -0.381416, 0.220291, 0.598954
661.921, -0.380235, 0.219624, 0.596843
661.931, -0.379069, 0.218971, 0.59471
661.941, -0.377906, 0.218332, 0.592566
661.951, -0.376748, 0.217708, 0.590413
661.962, -0.375603, 0.21711, 0.588235
661.971, -0.374459, 0.216524, 0.586051
661.981, -0.373323, 0.21596, 0.58385
661.991, -0.372191, 0.215416, 0.581635
662.001, -0.371064, 0.21489, 0.57941
662.011, -0.369948, 0.214386, 0.577167
662.021, -0.368834, 0.213901, 0.574913
662.031, -0.367723, 0.213436, 0.572649
662.041, -0.366628, 0.212994, 0.570364
662.051, -0.365533, 0.212572, 0.568072
662.061, -0.364446, 0.212174, 0.565764
662.071, -0.363365, 0.211795, 0.563445
662.081, -0.362288, 0.211436, 0.561117
662.091, -0.361221, 0.211106, 0.558771
662.101, -0.360158, 0.210796, 0.556415
662.111, -0.359099, 0.210509, 0.554052
662.121, -0.358054, 0.210249, 0.551668
662.131, -0.357012, 0.210007, 0.549278
662.142, -0.355977, 0.209795, 0.546875
662.151, -0.354948, 0.209603, 0.544461
662.161, -0.353925, 0.209435, 0.542039
662.171, -0.352911, 0.209298, 0.539602
662.181, -0.351892, 0.209177, 0.537165
662.191, -0.350861, 0.209069, 0.534726
662.201, -0.349812, 0.208975, 0.532294
662.211, -0.348739, 0.208886, 0.529871
662.221, -0.347648, 0.208805, 0.527454
662.231, -0.346536, 0.208734, 0.525045
662.242, -0.345403, 0.208677, 0.522644
662.251, -0.34425, 0.208625, 0.520252
662.261, -0.343076, 0.208587, 0.517871
662.272, -0.341883, 0.208561, 0.515498
662.281, -0.34067, 0.208541, 0.513135
662.291, -0.339438, 0.208535, 0.510783
662.301, -0.338184, 0.208541, 0.508443
662.311, -0.336912, 0.208561, 0.506114
662.321, -0.335619, 0.208591, 0.503797
662.331, -0.334307, 0.20863, 0.501494
662.341, -0.33401, 0.209559, 0.500865
662.352, -0.333695, 0.210639, 0.499449
662.361, -0.33347, 0.211715, 0.497881
662.371, -0.333262, 0.212823, 0.49637
662.382, -0.333051, 0.213954, 0.494857
662.391, -0.332833, 0.215107, 0.493335
662.401, -0.332608, 0.216284, 0.49181
662.411, -0.33238, 0.217481, 0.490282
662.421, -0.332149, 0.218701, 0.488749
662.431, -0.331915, 0.219941, 0.487211
662.441, -0.331676, 0.221207, 0.485669
662.452, -0.331435, 0.222496, 0.484123
662.461, -0.331192, 0.223807, 0.482572
662.471, -0.330946, 0.225142, 0.481017
662.481, -0.330696, 0.226503, 0.479459
662.491, -0.330445, 0.227888, 0.477896
662.501, -0.330195, 0.229297, 0.476331
662.511, -0.32994, 0.230731, 0.474759
662.522, -0.329679, 0.232185, 0.473178
662.531, -0.329413, 0.233659, 0.471596
662.541, -0.329136, 0.235149, 0.470003
662.551, -0.328841, 0.236652, 0.468396
662.561, -0.328531, 0.238164, 0.466777
662.571, -0.328202, 0.239683, 0.465154
662.581, -0.327856, 0.24121, 0.463522
662.591, -0.32749, 0.242747, 0.461882
662.602, -0.327107, 0.244291, 0.460235
662.611, -0.326706, 0.245841, 0.458578
662.621, -0.32629, 0.247399, 0.456908
662.632, -0.325854, 0.248963, 0.455233
662.641, -0.325403, 0.250531, 0.453548
662.661, -0.324446, 0.253683, 0.450155
662.671, -0.323948, 0.255258, 0.448446
662.681, -0.323431, 0.256843, 0.446722
662.691, -0.322896, 0.258431, 0.444992
662.701, -0.322345, 0.260021, 0.443253
662.711, -0.321779, 0.261611, 0.441505
662.722, -0.321196, 0.263202, 0.439749
662.731, -0.320599, 0.264793, 0.437984
662.741, -0.319988, 0.266384, 0.436205
662.752, -0.319363, 0.267973, 0.434419
662.764, -0.318722, 0.26956, 0.432625
662.771, -0.318068, 0.271144, 0.430823
662.781, -0.317399, 0.272726, 0.429014
662.791, -0.316718, 0.274306, 0.42719
662.801, -0.316024, 0.275879, 0.42536
662.812, -0.315318, 0.277447, 0.423521
662.821, -0.314599, 0.279008, 0.421675
662.831, -0.313868, 0.280564, 0.419821
662.842, -0.313128, 0.282113, 0.417951
662.851, -0.312377, 0.283653, 0.416077
662.861, -0.311616, 0.285184, 0.414197
662.871, -0.310844, 0.286707, 0.412304
662.881, -0.310064, 0.288219, 0.410406
662.891, -0.309275, 0.28972, 0.4085
662.901, -0.308475, 0.29121, 0.40659
662.911, -0.30767, 0.292691, 0.404664
662.921, -0.306858, 0.294155, 0.402738
662.931, -0.306037, 0.29561, 0.4008
662.941, -0.30521, 0.29705, 0.398858
662.951, -0.304377, 0.298476, 0.39691
662.961, -0.303539, 0.299888, 0.394956
662.971, -0.302695, 0.301282, 0.393002
662.981, -0.301846, 0.302665, 0.391033
662.991, -0.300995, 0.304029, 0.389067
663.001, -0.300145, 0.305372, 0.387099
663.011, -0.2993, 0.306685, 0.385143
663.022, -0.298469, 0.307978, 0.383215
663.031, -0.297647, 0.309254, 0.381288
663.041, -0.296832, 0.310505, 0.379374
663.052, -0.296024, 0.311729, 0.377477
663.061, -0.295234, 0.312943, 0.37559
663.071, -0.294476, 0.31416, 0.373742
663.081, -0.293762, 0.315385, 0.371924
663.092, -0.2931, 0.316628, 0.370143
663.101, -0.292482, 0.317887, 0.368372
663.111, -0.291912, 0.319157, 0.366634
663.121, -0.291392, 0.320439, 0.364925
663.131, -0.290916, 0.321731, 0.36324
663.141, -0.290482, 0.323033, 0.361582
663.151, -0.290089, 0.324349, 0.359939
663.162, -0.289741, 0.325671, 0.358332
663.171, -0.289429, 0.326999, 0.356744
663.181, -0.289157, 0.328334, 0.355184
663.191, -0.288929, 0.329678, 0.353654
663.201, -0.288735, 0.331025, 0.352149
663.211, -0.288582, 0.332383, 0.350659
663.221, -0.288459, 0.333741, 0.349197
663.232, -0.288377, 0.335105, 0.347764
663.241, -0.288324, 0.336469, 0.346351
663.251, -0.288305, 0.337838, 0.344963
663.261, -0.288319, 0.339209, 0.343599
663.271, -0.288368, 0.340582, 0.342263
663.281, -0.288444, 0.341955, 0.340946
663.291, -0.288554, 0.343331, 0.339655
663.301, -0.288696, 0.34471, 0.338378
663.311, -0.288862, 0.346085, 0.337127
663.321, -0.289056, 0.34746, 0.3359
663.331, -0.289282, 0.348834, 0.334697
663.342, -0.289533, 0.350206, 0.333516
663.351, -0.289808, 0.351575, 0.332353
663.361, -0.290108, 0.352943, 0.331212
663.371, -0.290437, 0.354309, 0.330095
663.381, -0.290788, 0.35567, 0.328997
663.391, -0.291159, 0.357028, 0.327919
663.401, -0.291557, 0.358384, 0.326862
663.411, -0.291981, 0.35974, 0.325815
663.421, -0.292421, 0.361086, 0.324793
663.431, -0.292886, 0.36243, 0.323792
663.441, -0.293371, 0.363767, 0.32281
663.451, -0.293874, 0.3651, 0.321844
663.461, -0.2944, 0.366428, 0.320899
663.471, -0.294945, 0.367749, 0.319971
663.481, -0.295508, 0.369064, 0.31906
663.491, -0.296089, 0.370373, 0.318168
663.502, -0.296686, 0.371676, 0.317293
663.511, -0.2973, 0.372973, 0.316432
663.521, -0.297935, 0.374269, 0.315577
663.531, -0.298585, 0.375554, 0.314749
663.541, -0.299252, 0.37683, 0.313936
663.551, -0.299935, 0.3781, 0.313139
663.561, -0.300631, 0.379362, 0.312355
663.572, -0.301345, 0.380618, 0.311587
663.581, -0.302071, 0.381864, 0.310833
663.591, -0.302811, 0.383105, 0.310092
663.602, -0.303567, 0.384337, 0.309368
663.611, -0.304335, 0.385561, 0.308655
663.621, -0.305116, 0.386777, 0.307956
663.631, -0.305912, 0.387985, 0.307272
663.641, -0.306719, 0.389184, 0.306599
663.651, -0.30754, 0.390375, 0.305941
663.661, -0.308371, 0.391557, 0.305293
663.671, -0.309215, 0.392732, 0.304659
663.681, -0.310071, 0.393896, 0.304037
663.691, -0.310938, 0.395052, 0.303427
663.701, -0.311815, 0.396199, 0.302828
663.711, -0.312702, 0.397338, 0.30224
663.721, -0.313602, 0.398466, 0.301665
663.731, -0.314512, 0.399584, 0.301101
663.741, -0.315426, 0.400695, 0.300549
663.751, -0.316348, 0.401802, 0.300006
663.761, -0.31727, 0.402903, 0.299476
663.771, -0.318193, 0.404005, 0.298953
663.781, -0.319118, 0.40511, 0.29843
663.791, -0.32004, 0.406209, 0.297927
663.802, -0.320961, 0.407306, 0.297434
663.811, -0.321882, 0.408401, 0.29695
663.821, -0.322803, 0.409494, 0.296476
663.832, -0.323723, 0.410586, 0.296011
663.841, -0.324642, 0.411676, 0.295555
663.851, -0.325561, 0.412764, 0.295108
663.861, -0.326479, 0.41385, 0.29467
663.871, -0.327397, 0.414935, 0.294242
663.881, -0.328314, 0.416019, 0.29382
663.891, -0.329235, 0.417107, 0.293394
663.901, -0.330152, 0.418188, 0.292985
663.912, -0.331069, 0.419268, 0.292585
