time, x, y, z
321.839, -0.399163, 0.230473, 0.629182
321.849, -0.399163, 0.230473, 0.629183
321.859, -0.399163, 0.230473, 0.629183
321.869, -0.398767, 0.231034, 0.62794
321.879, -0.398209, 0.232025, 0.625924
321.889, -0.397481, 0.233408, 0.623506
321.899, -0.396914, 0.23472, 0.621358
321.909, -0.396353, 0.23598, 0.619097
321.919, -0.395806, 0.237248, 0.616854
321.929, -0.39527, 0.23852, 0.614604
321.939, -0.394736, 0.23978, 0.612348
321.949, -0.394219, 0.241032, 0.610086
321.959, -0.393709, 0.242278, 0.607816
321.969, -0.393216, 0.24352, 0.605542
321.979, -0.39273, 0.244755, 0.603259
321.989, -0.39226, 0.245987, 0.600974
321.999, -0.3918, 0.247211, 0.598679
322.009, -0.391349, 0.248428, 0.596388
322.019, -0.39092, 0.249646, 0.594077
322.029, -0.390496, 0.250855, 0.591772
322.039, -0.390089, 0.252063, 0.589455
322.049, -0.389693, 0.253263, 0.587135
322.06, -0.389313, 0.254459, 0.584811
322.069, -0.388943, 0.255652, 0.58248
322.079, -0.388586, 0.256838, 0.580151
322.09, -0.388249, 0.258025, 0.577807
322.099, -0.38792, 0.259205, 0.575464
322.109, -0.387608, 0.260385, 0.573117
322.119, -0.387307, 0.261559, 0.570764
322.129, -0.387022, 0.262729, 0.568409
322.139, -0.386755, 0.263898, 0.566047
322.15, -0.3865, 0.265062, 0.563681
322.159, -0.38626, 0.266223, 0.561315
322.169, -0.386038, 0.267384, 0.55894
322.179, -0.385828, 0.268541, 0.556563
322.189, -0.385636, 0.269692, 0.554186
322.2, -0.385463, 0.270845, 0.551799
322.209, -0.385303, 0.271993, 0.54941
322.219, -0.385159, 0.273138, 0.547024
322.229, -0.385036, 0.274284, 0.544627
322.239, -0.384927, 0.275426, 0.542229
322.249, -0.384835, 0.276565, 0.53983
322.259, -0.384759, 0.2777, 0.537432
322.269, -0.384709, 0.278839, 0.53502
322.279, -0.384671, 0.279973, 0.532611
322.289, -0.384653, 0.281103, 0.530204
322.299, -0.384655, 0.282236, 0.527788
322.309, -0.384673, 0.283366, 0.525372
322.319, -0.384712, 0.284493, 0.522955
322.329, -0.384769, 0.285618, 0.520538
322.339, -0.384848, 0.286746, 0.518115
322.35, -0.384945, 0.28787, 0.515692
322.359, -0.385062, 0.288993, 0.513268
322.369, -0.385199, 0.290115, 0.510844
322.379, -0.385354, 0.291236, 0.508422
322.39, -0.385537, 0.292359, 0.505989
322.399, -0.385738, 0.293479, 0.50356
322.409, -0.38596, 0.294598, 0.501133
322.419, -0.386205, 0.295719, 0.498704
322.429, -0.386473, 0.296837, 0.496277
322.439, -0.386754, 0.297949, 0.493843
322.449, -0.387047, 0.299051, 0.491392
322.459, -0.387339, 0.300133, 0.488935
322.469, -0.387633, 0.3012, 0.486468
322.479, -0.387927, 0.302247, 0.483992
322.489, -0.388222, 0.303274, 0.481509
322.499, -0.388515, 0.304285, 0.479021
322.509, -0.388814, 0.305281, 0.476512
322.519, -0.38911, 0.306256, 0.474002
322.53, -0.389407, 0.307212, 0.471486
322.539, -0.389702, 0.308151, 0.468965
322.549, -0.39, 0.309075, 0.466426
322.56, -0.390296, 0.309979, 0.463886
322.569, -0.390592, 0.310864, 0.461339
322.579, -0.390888, 0.311731, 0.458786
322.589, -0.391184, 0.31258, 0.456229
322.599, -0.391477, 0.313411, 0.453666
322.609, -0.391775, 0.314226, 0.451085
