time, x, y, z
144.496, -0.399176, 0.230449, 0.629192
144.506, -0.399176, 0.230449, 0.629192
144.516, -0.399176, 0.230449, 0.629192
144.526, -0.399176, 0.230449, 0.629192
144.536, -0.399175, 0.230449, 0.629193
144.546, -0.399175, 0.230448, 0.629193
144.556, -0.399175, 0.230448, 0.629193
144.566, -0.399175, 0.230448, 0.629194
144.576, -0.399174, 0.230448, 0.629194
144.587, -0.399174, 0.230448, 0.629194
144.597, -0.399174, 0.230448, 0.629194
144.606, -0.399068, 0.230684, 0.628424
144.616, -0.398521, 0.231032, 0.624698
144.626, -0.398484, 0.231749, 0.622459
144.636, -0.398355, 0.232266, 0.619711
144.646, -0.398244, 0.232839, 0.61713
144.656, -0.39814, 0.233411, 0.614501
144.666, -0.398035, 0.234008, 0.611892
144.676, -0.397938, 0.23461, 0.609283
144.687, -0.397845, 0.235224, 0.606674
144.697, -0.397756, 0.235847, 0.604076
144.706, -0.39768, 0.236487, 0.601471
144.716, -0.397604, 0.237135, 0.598875
144.727, -0.397539, 0.237798, 0.596281
144.736, -0.397476, 0.23847, 0.593689
144.746, -0.397421, 0.239156, 0.591104
144.756, -0.39737, 0.239854, 0.588519
144.766, -0.397324, 0.240562, 0.585945
144.776, -0.39729, 0.241287, 0.583365
144.787, -0.397259, 0.242022, 0.580794
144.796, -0.397237, 0.242769, 0.578226
144.806, -0.397218, 0.243529, 0.57566
144.816, -0.397206, 0.2443, 0.573104
144.826, -0.397204, 0.245086, 0.570545
144.837, -0.397206, 0.245883, 0.567993
144.846, -0.397212, 0.24669, 0.565451
144.856, -0.397233, 0.247516, 0.562902
144.867, -0.397257, 0.248351, 0.560364
144.876, -0.397285, 0.249196, 0.557835
144.886, -0.397327, 0.250058, 0.555298
144.896, -0.397372, 0.250931, 0.552774
144.906, -0.397422, 0.251815, 0.550259
144.916, -0.397486, 0.252716, 0.547736
144.926, -0.397554, 0.253628, 0.545226
144.936, -0.397629, 0.254551, 0.542725
144.946, -0.397716, 0.255491, 0.540218
144.957, -0.397807, 0.256441, 0.537722
144.966, -0.397907, 0.257403, 0.535232
144.976, -0.398017, 0.258381, 0.532745
144.986, -0.398133, 0.25937, 0.530264
144.996, -0.398258, 0.260372, 0.527789
145.006, -0.398389, 0.261385, 0.525323
145.016, -0.398535, 0.262416, 0.522854
145.026, -0.398685, 0.263457, 0.520394
145.036, -0.398845, 0.264511, 0.517941
145.046, -0.399013, 0.265578, 0.515497
145.056, -0.399193, 0.26666, 0.513051
145.066, -0.399381, 0.267754, 0.510615
145.077, -0.399578, 0.268861, 0.508185
145.086, -0.399785, 0.269979, 0.505761
145.096, -0.399998, 0.27111, 0.503347
145.106, -0.400228, 0.272259, 0.500929
145.116, -0.400464, 0.273418, 0.498523
145.126, -0.400712, 0.274591, 0.496123
145.136, -0.400964, 0.275772, 0.493735
145.146, -0.401223, 0.276964, 0.49133
145.156, -0.401469, 0.278149, 0.488926
145.166, -0.401704, 0.279333, 0.486516
145.176, -0.401924, 0.280511, 0.484104
145.186, -0.402133, 0.281684, 0.481693
145.196, -0.40233, 0.282857, 0.479272
145.206, -0.402514, 0.284024, 0.47685
145.216, -0.402686, 0.285186, 0.474428
145.226, -0.402844, 0.286343, 0.472006
145.236, -0.402994, 0.287499, 0.469571
145.247, -0.403129, 0.288648, 0.467139
145.256, -0.403253, 0.289791, 0.464705
145.266, -0.403365, 0.290929, 0.462273
145.276, -0.403464, 0.292062, 0.459838
145.287, -0.403555, 0.293193, 0.457389
145.296, -0.403633, 0.294316, 0.454946
145.306, -0.403699, 0.295433, 0.452503
145.316, -0.403754, 0.296543, 0.450059
145.327, -0.403798, 0.297647, 0.447616
145.336, -0.403829, 0.298746, 0.445172
145.346, -0.403854, 0.299841, 0.442714
145.356, -0.403865, 0.300927, 0.440265
145.366, -0.403866, 0.302006, 0.437816
145.376, -0.403864, 0.303065, 0.435385
145.386, -0.403853, 0.304097, 0.432999
145.396, -0.403832, 0.305105, 0.430649
145.406, -0.40381, 0.306091, 0.428319
145.416, -0.40378, 0.307048, 0.42604
145.426, -0.403743, 0.307981, 0.423799
145.436, -0.403704, 0.308896, 0.421596
145.446, -0.403666, 0.309791, 0.419433
145.456, -0.40363, 0.310669, 0.417309
145.466, -0.403609, 0.311539, 0.415214
145.476, -0.403592, 0.312395, 0.413164
145.486, -0.403599, 0.313245, 0.411164
145.496, -0.403618, 0.314089, 0.409203
145.506, -0.403659, 0.314927, 0.407288
145.516, -0.403712, 0.315758, 0.405413
145.527, -0.403786, 0.316589, 0.403558
145.539, -0.403873, 0.31741, 0.401751
145.547, -0.403969, 0.318225, 0.399974
145.556, -0.404088, 0.319032, 0.398241
145.566, -0.404217, 0.319832, 0.396546
145.577, -0.40436, 0.320623, 0.394889
145.586, -0.40452, 0.321414, 0.393248
145.596, -0.404689, 0.322194, 0.391649
145.607, -0.404872, 0.322967, 0.390087
145.616, -0.405063, 0.323731, 0.388552
145.626, -0.405265, 0.324488, 0.38705
145.636, -0.405479, 0.325238, 0.385583
145.646, -0.405708, 0.325986, 0.38413
145.659, -0.405941, 0.326722, 0.382712
145.666, -0.406181, 0.327452, 0.381318
145.676, -0.406438, 0.328174, 0.379958
145.686, -0.406699, 0.328888, 0.378624
145.696, -0.40697, 0.329593, 0.377319
145.706, -0.407248, 0.330292, 0.376039
145.716, -0.407532, 0.330984, 0.37478
145.726, -0.407832, 0.331674, 0.373537
145.737, -0.408133, 0.332351, 0.372327
145.746, -0.40844, 0.333021, 0.371137
145.756, -0.408755, 0.333685, 0.369971
145.766, -0.409077, 0.33434, 0.368828
145.776, -0.409405, 0.334987, 0.367708
145.786, -0.409738, 0.335628, 0.366606
145.796, -0.410078, 0.336261, 0.365527
145.807, -0.410421, 0.336886, 0.364469
145.816, -0.410768, 0.337505, 0.363429
145.826, -0.411122, 0.338117, 0.362407
145.836, -0.411486, 0.338727, 0.361393
145.846, -0.41185, 0.339325, 0.360408
145.856, -0.412218, 0.339916, 0.359439
145.866, -0.412591, 0.340501, 0.358487
145.877, -0.412968, 0.341077, 0.357554
145.886, -0.413348, 0.341647, 0.356636
145.896, -0.413732, 0.34221, 0.355735
145.906, -0.414121, 0.342766, 0.354851
145.917, -0.414511, 0.343314, 0.353983
145.926, -0.414902, 0.343856, 0.35313
145.936, -0.415299, 0.344393, 0.35229
145.947, -0.415704, 0.344928, 0.351454
145.956, -0.416106, 0.345451, 0.35064
145.966, -0.416512, 0.345968, 0.349841
145.977, -0.416921, 0.346478, 0.349056
145.986, -0.417331, 0.346982, 0.348283
145.996, -0.417744, 0.347479, 0.347523
146.006, -0.41816, 0.34797, 0.346776
146.016, -0.418577, 0.348453, 0.346043
146.026, -0.418994, 0.348931, 0.345321
146.036, -0.419414, 0.349402, 0.344613
146.047, -0.419836, 0.349869, 0.343914
146.056, -0.420264, 0.350334, 0.343213
146.067, -0.42069, 0.350788, 0.342534
146.076, -0.421117, 0.351237, 0.341865
146.086, -0.421546, 0.35168, 0.341206
146.096, -0.421976, 0.352116, 0.340558
146.107, -0.422408, 0.352545, 0.339922
146.116, -0.422837, 0.352968, 0.339299
146.126, -0.423269, 0.353389, 0.338681
146.136, -0.423708, 0.353809, 0.338059
146.146, -0.424142, 0.354219, 0.337458
146.156, -0.424576, 0.354624, 0.336865
146.166, -0.425009, 0.355027, 0.336281
146.176, -0.425441, 0.355426, 0.335706
146.186, -0.42587, 0.355822, 0.33514
146.196, -0.426297, 0.356217, 0.334582
146.206, -0.426721, 0.35661, 0.334032
146.216, -0.427142, 0.357, 0.333492
146.226, -0.42756, 0.357388, 0.33296
146.236, -0.427977, 0.357776, 0.332433
146.246, -0.428397, 0.358166, 0.331901
146.256, -0.42881, 0.358551, 0.331387
146.267, -0.429222, 0.358933, 0.330881
146.277, -0.429631, 0.359314, 0.330382
146.286, -0.430039, 0.359694, 0.329889
146.296, -0.430445, 0.360072, 0.329404
146.306, -0.430848, 0.360448, 0.328926
146.316, -0.43125, 0.360822, 0.328455
146.326, -0.431648, 0.361194, 0.32799
146.336, -0.432045, 0.361565, 0.327533
146.346, -0.432441, 0.361936, 0.32708
146.356, -0.43284, 0.36231, 0.326619
146.366, -0.433233, 0.362678, 0.326176
146.376, -0.433625, 0.363045, 0.325739
146.386, -0.434015, 0.36341, 0.325307
146.396, -0.434404, 0.363774, 0.324882
146.406, -0.43479, 0.364136, 0.324464
146.416, -0.435173, 0.364495, 0.324054
146.426, -0.435561, 0.364861, 0.323632
