time, x, y, z
18.433, -0.405331, -6.14656e-06, 0.47655
18.439, -0.405331, -6.31777e-06, 0.47655
18.448, -0.405397, -0.000299968, 0.476436
18.459, -0.407059, -0.00134718, 0.475522
18.473, -0.409055, -0.00245293, 0.473921
18.483, -0.410917, -0.00341813, 0.472285
18.488, -0.412673, -0.00440428, 0.470724
18.498, -0.414424, -0.00541939, 0.469119
18.509, -0.416193, -0.00644627, 0.467434
18.518, -0.417964, -0.0074898, 0.465686
18.528, -0.41973, -0.00854498, 0.463882
18.538, -0.420783, -0.0090214, 0.4596
18.549, -0.421775, -0.00958606, 0.456693
18.559, -0.422501, -0.010105, 0.453674
18.573, -0.423245, -0.0106035, 0.450556
18.583, -0.424018, -0.011096, 0.447348
18.589, -0.424789, -0.0115713, 0.444096
18.598, -0.425554, -0.0120173, 0.440807
18.608, -0.42632, -0.0124438, 0.437476
18.618, -0.427084, -0.0128466, 0.434101
18.628, -0.427845, -0.013226, 0.430687
18.638, -0.428601, -0.0135802, 0.427232
18.648, -0.429351, -0.0139134, 0.423739
18.663, -0.430094, -0.014216, 0.420207
18.674, -0.43083, -0.0145019, 0.416639
18.684, -0.431556, -0.0147561, 0.413034
18.688, -0.432272, -0.0149795, 0.409391
18.698, -0.432979, -0.0151511, 0.405707
18.708, -0.433674, -0.015287, 0.401985
18.718, -0.434361, -0.015383, 0.398224
18.728, -0.435031, -0.015442, 0.394431
18.738, -0.435685, -0.0154789, 0.390605
18.753, -0.436324, -0.0154974, 0.386746
18.758, -0.436943, -0.0155171, 0.382854
18.768, -0.437543, -0.0155334, 0.378936
18.778, -0.438115, -0.0155449, 0.374989
18.788, -0.438674, -0.0155516, 0.371011
18.798, -0.439203, -0.0155423, 0.367003
18.808, -0.439706, -0.0154899, 0.362975
18.823, -0.440178, -0.015372, 0.358937
18.828, -0.440617, -0.015222, 0.354877
18.838, -0.441021, -0.0149789, 0.35081
18.849, -0.441389, -0.0146903, 0.346739
18.858, -0.441721, -0.0143205, 0.342663
18.868, -0.442016, -0.0138945, 0.338585
18.878, -0.442275, -0.0134204, 0.334507
18.893, -0.442497, -0.0128827, 0.330428
18.898, -0.442682, -0.0122889, 0.326351
18.908, -0.44283, -0.0115991, 0.322281
