time, x, y, z
23.194, -0.405512, -6.30469e-06, 0.476865
23.204, -0.405511, -6.29579e-06, 0.476864
23.215, -0.4057, -0.000469907, 0.475343
23.224, -0.40786, -0.00022947, 0.471822
23.234, -0.411008, -8.70789e-05, 0.467816
23.244, -0.414149, -0.000105639, 0.464079
23.254, -0.41711, -8.39608e-05, 0.46041
23.264, -0.420046, -4.05844e-05, 0.456777
23.274, -0.423053, -3.4612e-05, 0.453175
23.284, -0.426106, -2.47757e-05, 0.44959
23.294, -0.429191, -9.901e-06, 0.446036
23.304, -0.432305, 4.43503e-05, 0.442514
23.314, -0.435439, 0.000149161, 0.439026
23.324, -0.43861, 0.000302688, 0.435559
23.334, -0.441803, 0.000496712, 0.432114
23.344, -0.445022, 0.000751274, 0.428707
23.354, -0.448262, 0.00104798, 0.42533
23.364, -0.451523, 0.00138987, 0.421995
23.375, -0.454804, 0.00178922, 0.418707
23.385, -0.458099, 0.00223526, 0.415478
23.394, -0.461416, 0.00273566, 0.412279
23.404, -0.464755, 0.0032855, 0.40911
23.414, -0.4681, 0.00388642, 0.405999
23.424, -0.47146, 0.0045462, 0.402937
23.434, -0.474827, 0.00524719, 0.399915
23.444, -0.478205, 0.00600859, 0.396938
23.455, -0.481591, 0.00682478, 0.394014
23.464, -0.484983, 0.00769856, 0.391137
23.474, -0.488393, 0.00862441, 0.388283
23.484, -0.491794, 0.00959136, 0.385481
23.495, -0.495196, 0.0106197, 0.382722
23.504, -0.4986, 0.0117142, 0.380011
23.514, -0.502, 0.0128458, 0.377343
23.525, -0.505399, 0.0140406, 0.374716
23.535, -0.508796, 0.0152967, 0.372137
23.544, -0.512198, 0.0166017, 0.369577
23.554, -0.515582, 0.017967, 0.367074
23.564, -0.518957, 0.0193871, 0.364609
23.574, -0.522323, 0.02086, 0.362183
23.584, -0.525677, 0.0223975, 0.3598
23.594, -0.529018, 0.0239839, 0.357459
23.604, -0.532345, 0.0256337, 0.355158
23.614, -0.535657, 0.0273332, 0.352894
23.624, -0.538953, 0.0290844, 0.350669
23.634, -0.542234, 0.0308958, 0.34848
23.644, -0.545503, 0.0327799, 0.346312
23.654, -0.548741, 0.0347124, 0.344197
23.664, -0.551958, 0.0366957, 0.342116
23.674, -0.55515, 0.0387342, 0.340073
23.684, -0.558318, 0.0408363, 0.338066
23.694, -0.56146, 0.0429957, 0.336095
23.704, -0.564575, 0.0452046, 0.33416
23.714, -0.567662, 0.0474757, 0.33226
23.724, -0.570718, 0.0498008, 0.330396
23.734, -0.573743, 0.0521724, 0.328567
23.744, -0.576742, 0.0545994, 0.326768
23.754, -0.579716, 0.0570852, 0.324976
23.764, -0.582646, 0.0596066, 0.323234
23.774, -0.585539, 0.0621961, 0.321527
23.784, -0.588392, 0.064843, 0.319852
23.794, -0.591212, 0.0675221, 0.318209
23.804, -0.593987, 0.0702655, 0.316606
23.814, -0.596739, 0.0730564, 0.315004
23.824, -0.599435, 0.0759075, 0.313449
23.834, -0.602093, 0.0787848, 0.311921
23.844, -0.604701, 0.0817309, 0.310422
23.854, -0.60726, 0.0847039, 0.308959
23.864, -0.609757, 0.0877051, 0.307534
23.874, -0.612201, 0.0907349, 0.306117
23.884, -0.614563, 0.0937734, 0.304751
23.894, -0.616853, 0.0968543, 0.303423
23.904, -0.619084, 0.0999326, 0.302126
23.914, -0.621242, 0.103046, 0.300866
23.925, -0.623334, 0.106167, 0.299647
23.934, -0.625373, 0.109305, 0.298426
23.944, -0.627332, 0.112471, 0.297253
23.954, -0.629232, 0.115626, 0.296109
23.964, -0.631058, 0.118812, 0.294992
23.974, -0.632821, 0.121991, 0.29391
23.984, -0.63452, 0.125189, 0.292861
23.994, -0.636168, 0.1284, 0.291807
24.005, -0.637738, 0.131597, 0.290795
24.014, -0.639236, 0.134822, 0.289811
24.024, -0.640679, 0.138028, 0.288851
24.034, -0.64205, 0.141252, 0.28792
24.044, -0.64336, 0.144466, 0.287021
24.054, -0.644618, 0.147683, 0.28611
24.064, -0.645805, 0.150913, 0.285241
24.074, -0.646929, 0.154115, 0.284392
24.084, -0.647986, 0.157335, 0.283566
24.094, -0.648991, 0.16053, 0.282766
24.104, -0.649934, 0.163732, 0.281991
24.114, -0.650822, 0.166934, 0.281203
24.124, -0.65165, 0.170105, 0.280454
24.134, -0.652405, 0.17329, 0.279723
24.144, -0.653108, 0.176446, 0.27902
24.154, -0.653761, 0.179595, 0.278344
24.164, -0.654353, 0.182751, 0.27764
24.174, -0.654893, 0.185866, 0.276977
24.184, -0.655371, 0.188983, 0.276333
24.194, -0.655795, 0.19207, 0.275717
24.204, -0.65617, 0.195163, 0.275089
24.214, -0.656489, 0.198232, 0.274491
24.224, -0.656749, 0.201276, 0.273906
24.234, -0.656957, 0.204316, 0.273344
24.244, -0.657121, 0.207333, 0.27281
24.254, -0.657244, 0.210319, 0.272238
24.265, -0.657302, 0.213295, 0.271706
24.274, -0.657314, 0.216239, 0.271195
24.284, -0.657272, 0.219181, 0.270711
24.294, -0.657203, 0.222087, 0.270199
24.304, -0.657072, 0.22497, 0.269717
24.314, -0.656895, 0.227839, 0.269251
24.324, -0.656676, 0.230664, 0.26881
24.334, -0.656419, 0.233489, 0.26835
24.344, -0.656115, 0.236282, 0.267916
24.354, -0.655765, 0.239041, 0.267491
24.364, -0.655372, 0.241789, 0.267086
24.374, -0.654946, 0.244507, 0.266707
24.385, -0.654485, 0.247184, 0.26628
24.394, -0.653973, 0.249847, 0.265896
24.404, -0.65343, 0.252471, 0.265527
24.414, -0.652844, 0.255091, 0.26518
24.424, -0.652239, 0.257664, 0.2648
24.435, -0.651585, 0.260212, 0.264449
24.445, -0.650894, 0.262741, 0.26411
24.454, -0.650167, 0.265232, 0.263804
24.464, -0.649413, 0.267705, 0.263454
24.474, -0.648628, 0.270124, 0.263139
24.484, -0.647819, 0.27253, 0.262839
24.494, -0.646957, 0.274899, 0.262538
24.504, -0.646085, 0.277249, 0.262257
24.514, -0.645183, 0.27957, 0.26195
24.524, -0.644242, 0.281856, 0.261657
24.534, -0.6433, 0.284122, 0.261372
24.544, -0.642322, 0.286346, 0.261104
24.554, -0.641329, 0.28855, 0.260842
24.565, -0.640296, 0.290723, 0.26057
24.574, -0.639251, 0.292876, 0.260296
24.584, -0.638203, 0.295, 0.260024
24.594, -0.63715, 0.297104, 0.259746
24.604, -0.636089, 0.299189, 0.259459
24.614, -0.635023, 0.301253, 0.259166
24.625, -0.633952, 0.303296, 0.258867
24.634, -0.632873, 0.305319, 0.258558
24.644, -0.63179, 0.307321, 0.258245
24.654, -0.630536, 0.309614, 0.25789
24.664, -0.629612, 0.311261, 0.2576
24.674, -0.628517, 0.313202, 0.257268
24.684, -0.627412, 0.315146, 0.256934
24.694, -0.626311, 0.317061, 0.256605
24.704, -0.625209, 0.318962, 0.256275
24.714, -0.624105, 0.320848, 0.255946
24.724, -0.623, 0.322719, 0.255618
24.734, -0.621882, 0.324591, 0.255299
24.744, -0.620775, 0.326435, 0.25497
24.754, -0.619666, 0.328264, 0.25465
24.764, -0.61856, 0.330068, 0.254332
24.776, -0.617448, 0.331871, 0.25401
24.784, -0.616323, 0.333676, 0.253701
24.794, -0.615206, 0.335459, 0.253375
24.805, -0.614094, 0.337213, 0.253077
24.814, -0.612972, 0.338968, 0.252746
24.824, -0.611844, 0.340724, 0.252452
24.834, -0.610713, 0.342464, 0.252121
24.844, -0.609595, 0.344172, 0.251831
24.855, -0.60846, 0.345887, 0.251505
24.864, -0.607323, 0.347598, 0.251218
24.874, -0.606181, 0.349298, 0.250902
24.884, -0.60505, 0.350966, 0.250615
24.894, -0.603909, 0.35264, 0.250309
24.905, -0.602754, 0.354318, 0.250025
24.915, -0.601608, 0.355975, 0.249729
24.924, -0.600464, 0.357606, 0.249447
24.934, -0.599308, 0.35925, 0.249179
24.944, -0.598147, 0.360884, 0.248883
24.954, -0.596994, 0.362487, 0.248614
24.964, -0.595834, 0.364096, 0.248331
24.974, -0.594659, 0.365711, 0.248063
24.984, -0.593497, 0.367288, 0.247807
24.994, -0.592328, 0.368871, 0.247527
25.004, -0.591144, 0.370459, 0.247269
25.014, -0.589973, 0.372011, 0.24702
25.024, -0.588794, 0.373568, 0.246748
25.034, -0.587609, 0.375116, 0.246498
25.044, -0.586417, 0.376662, 0.246258
25.054, -0.585233, 0.378186, 0.245994
25.064, -0.584029, 0.379721, 0.245751
25.074, -0.582828, 0.38121, 0.245506
25.085, -0.581618, 0.382695, 0.24527
25.094, -0.58038, 0.384175, 0.245006
25.104, -0.579109, 0.385617, 0.244764
25.114, -0.577812, 0.387025, 0.244526
25.124, -0.576481, 0.388427, 0.2443
25.134, -0.575143, 0.389778, 0.24409
25.144, -0.573763, 0.391125, 0.243829
25.154, -0.57236, 0.392419, 0.243602
25.164, -0.570929, 0.393693, 0.243386
25.174, -0.56949, 0.394915, 0.243192
25.184, -0.568018, 0.396142, 0.242952
25.194, -0.566523, 0.397324, 0.24274
25.204, -0.565008, 0.398459, 0.242535
25.214, -0.56348, 0.399566, 0.242347
25.224, -0.561927, 0.40065, 0.242131
25.234, -0.560349, 0.401698, 0.241932
25.244, -0.55876, 0.402713, 0.241743
25.254, -0.557142, 0.403708, 0.241562
25.265, -0.55551, 0.404659, 0.241396
25.274, -0.553876, 0.405565, 0.241179
25.284, -0.552203, 0.406461, 0.240999
25.294, -0.55053, 0.407314, 0.240831
25.304, -0.548849, 0.408112, 0.240676
25.315, -0.547148, 0.408909, 0.240482
25.324, -0.545428, 0.409653, 0.24031
25.334, -0.54371, 0.410356, 0.240152
25.344, -0.541972, 0.411017, 0.239999
25.354, -0.540244, 0.411676, 0.239838
25.364, -0.538491, 0.412287, 0.239688
25.374, -0.536725, 0.412854, 0.23953
25.387, -0.534955, 0.413412, 0.2394
25.394, -0.533195, 0.41391, 0.239287
25.404, -0.531411, 0.414397, 0.239122
25.414, -0.529631, 0.414836, 0.238992
25.424, -0.52785, 0.415257, 0.238876
25.434, -0.526078, 0.415618, 0.238781
25.444, -0.52429, 0.415975, 0.238642
25.454, -0.522507, 0.416274, 0.238529
25.464, -0.520719, 0.416556, 0.238428
25.474, -0.518942, 0.416796, 0.23835
25.484, -0.517155, 0.417026, 0.238237
25.494, -0.515354, 0.417219, 0.23814
25.504, -0.513568, 0.41737, 0.238053
25.514, -0.511795, 0.417479, 0.237984
25.524, -0.510018, 0.417565, 0.237924
25.534, -0.50824, 0.417626, 0.237819
25.545, -0.506462, 0.417649, 0.237743
25.554, -0.504699, 0.417637, 0.237683
25.564, -0.502925, 0.41761, 0.237639
25.574, -0.501163, 0.417552, 0.237554
25.584, -0.499403, 0.417452, 0.237492
25.595, -0.497658, 0.417319, 0.23744
25.604, -0.495922, 0.417152, 0.237405
25.614, -0.49419, 0.416965, 0.237342
25.624, -0.492456, 0.41674, 0.237292
25.634, -0.490734, 0.416487, 0.23725
25.644, -0.489013, 0.416223, 0.237222
25.654, -0.487312, 0.41591, 0.237203
25.665, -0.485606, 0.415588, 0.23714
25.674, -0.483914, 0.415222, 0.237105
25.684, -0.482243, 0.414825, 0.237081
25.694, -0.480567, 0.414408, 0.237075
25.704, -0.478915, 0.413961, 0.237028
25.715, -0.47726, 0.413486, 0.237002
25.724, -0.475613, 0.412997, 0.236982
25.734, -0.473995, 0.412458, 0.236975
25.744, -0.472372, 0.411906, 0.236972
25.754, -0.470767, 0.411338, 0.236937
25.764, -0.469178, 0.410722, 0.236922
25.775, -0.467593, 0.410099, 0.236912
25.784, -0.466037, 0.409432, 0.236909
25.794, -0.464474, 0.408758, 0.236914
25.804, -0.462942, 0.408042, 0.236918
25.814, -0.46142, 0.407314, 0.236889
25.824, -0.459899, 0.406568, 0.236887
25.834, -0.45841, 0.405783, 0.236887
25.844, -0.456923, 0.40499, 0.236893
25.855, -0.455464, 0.404152, 0.236906
25.864, -0.454008, 0.403311, 0.236919
25.884, -0.451162, 0.401544, 0.236904
25.894, -0.44974, 0.400657, 0.23691
25.904, -0.448366, 0.399711, 0.236925
25.914, -0.446991, 0.398757, 0.236945
25.925, -0.445647, 0.397771, 0.236963
25.935, -0.444318, 0.396776, 0.23695
25.944, -0.442999, 0.395759, 0.236961
25.954, -0.441695, 0.394729, 0.236975
25.964, -0.440398, 0.393694, 0.236992
25.974, -0.439128, 0.392623, 0.237017
25.984, -0.437863, 0.391553, 0.23704
25.994, -0.436619, 0.390469, 0.237032
26.005, -0.435384, 0.389368, 0.237047
26.014, -0.43416, 0.388261, 0.237064
26.024, -0.432925, 0.387169, 0.237086
26.034, -0.431686, 0.386083, 0.237113
26.044, -0.430463, 0.384982, 0.237139
26.054, -0.429245, 0.383887, 0.237136
26.065, -0.428019, 0.382796, 0.237153
26.074, -0.426793, 0.381711, 0.237173
26.084, -0.425587, 0.380605, 0.237199
26.094, -0.424379, 0.379499, 0.23723
26.104, -0.423184, 0.378389, 0.237259
26.114, -0.422019, 0.377253, 0.237259
26.124, -0.420862, 0.376106, 0.237282
26.134, -0.41972, 0.374949, 0.237308
26.144, -0.418613, 0.373759, 0.237337
26.154, -0.417513, 0.372564, 0.237371
26.164, -0.416443, 0.371342, 0.237405
26.174, -0.415393, 0.370116, 0.237409
26.184, -0.414355, 0.368875, 0.237434
26.194, -0.413355, 0.367605, 0.237462
26.204, -0.412374, 0.366324, 0.237493
26.214, -0.411405, 0.365036, 0.237528
26.224, -0.410471, 0.363722, 0.237563
26.234, -0.409555, 0.362407, 0.237569
26.245, -0.408653, 0.361082, 0.237595
26.254, -0.40779, 0.359729, 0.237623
26.264, -0.406941, 0.358376, 0.237654
26.274, -0.406124, 0.356997, 0.237689
26.284, -0.405317, 0.355623, 0.237722
26.294, -0.404543, 0.354239, 0.237727
26.304, -0.403794, 0.352832, 0.237751
26.315, -0.403067, 0.351421, 0.237778
26.324, -0.402362, 0.350008, 0.237805
26.334, -0.401689, 0.348569, 0.237837
26.344, -0.401027, 0.347139, 0.237867
26.355, -0.400399, 0.345702, 0.23787
26.364, -0.3998, 0.344242, 0.23789
26.374, -0.399218, 0.34279, 0.237912
26.384, -0.398672, 0.341318, 0.237935
26.394, -0.398143, 0.339843, 0.237961
26.404, -0.39763, 0.338375, 0.237986
26.415, -0.397152, 0.336901, 0.237983
26.424, -0.396705, 0.335407, 0.237998
26.434, -0.396276, 0.33392, 0.238014
26.444, -0.395886, 0.332416, 0.23803
26.454, -0.395507, 0.330917, 0.238049
26.464, -0.395165, 0.329405, 0.238067
26.475, -0.39485, 0.327899, 0.238057
26.484, -0.394559, 0.326384, 0.238064
26.494, -0.394297, 0.324868, 0.238073
26.504, -0.394063, 0.323348, 0.238078
26.514, -0.393844, 0.32183, 0.238089
26.525, -0.393668, 0.3203, 0.238098
26.534, -0.393517, 0.318777, 0.238078
26.544, -0.393386, 0.317255, 0.238075
26.554, -0.393294, 0.31572, 0.238072
26.564, -0.393219, 0.314193, 0.238069
26.574, -0.393178, 0.312653, 0.23807
26.585, -0.393156, 0.311126, 0.238067
26.594, -0.393178, 0.309593, 0.238037
26.604, -0.393213, 0.308067, 0.238023
26.614, -0.393287, 0.306531, 0.238008
26.624, -0.393381, 0.305007, 0.237993
26.634, -0.393505, 0.303471, 0.23798
26.644, -0.393648, 0.301952, 0.237965
26.654, -0.393826, 0.300435, 0.237922
26.664, -0.394032, 0.29891, 0.237895
26.674, -0.394259, 0.297402, 0.237868
26.684, -0.394522, 0.295884, 0.237839
26.694, -0.394804, 0.294373, 0.237812
26.704, -0.395105, 0.29288, 0.237783
26.715, -0.395444, 0.29139, 0.237727
26.724, -0.395809, 0.289893, 0.237685
26.734, -0.396193, 0.288416, 0.237643
26.744, -0.396609, 0.286932, 0.237599
26.755, -0.397039, 0.285465, 0.237558
26.764, -0.397502, 0.283995, 0.237514
