time, x, y, z
20.907, -0.351016, -0.202673, 0.476541
20.917, -0.351016, -0.202673, 0.476541
20.928, -0.351435, -0.201864, 0.475583
20.937, -0.353531, -0.199624, 0.473048
20.947, -0.355624, -0.197855, 0.469843
20.957, -0.357648, -0.196089, 0.466813
20.968, -0.359609, -0.194226, 0.463899
20.977, -0.361545, -0.19234, 0.460993
20.987, -0.363478, -0.190421, 0.45807
20.997, -0.3654, -0.188467, 0.455138
21.007, -0.367305, -0.186474, 0.452206
21.018, -0.369192, -0.184446, 0.449274
21.027, -0.371062, -0.182383, 0.446341
21.037, -0.372916, -0.180282, 0.443406
21.047, -0.374752, -0.17814, 0.440474
21.058, -0.376568, -0.17596, 0.437544
21.067, -0.378364, -0.173745, 0.434615
21.077, -0.380141, -0.17149, 0.431687
21.087, -0.381898, -0.169196, 0.428763
21.097, -0.383634, -0.166862, 0.425842
21.108, -0.385348, -0.164486, 0.422929
21.118, -0.387039, -0.162074, 0.42002
21.127, -0.388707, -0.159622, 0.417115
21.137, -0.390352, -0.15713, 0.414218
21.147, -0.391972, -0.154598, 0.411328
21.157, -0.393567, -0.152026, 0.408446
21.168, -0.395137, -0.149411, 0.405575
21.177, -0.396679, -0.146761, 0.402712
21.187, -0.398195, -0.14407, 0.399858
21.197, -0.399683, -0.14134, 0.397015
21.207, -0.401144, -0.138567, 0.394186
21.218, -0.402573, -0.135755, 0.391371
21.227, -0.403975, -0.132909, 0.388565
21.237, -0.405346, -0.130022, 0.385773
21.247, -0.406686, -0.127097, 0.382996
21.258, -0.407994, -0.124131, 0.380238
21.267, -0.409271, -0.121132, 0.377488
21.277, -0.410515, -0.118091, 0.374761
21.287, -0.411724, -0.115013, 0.372051
21.297, -0.4129, -0.111903, 0.369357
21.307, -0.414042, -0.108755, 0.366681
21.317, -0.415149, -0.105568, 0.364027
21.328, -0.416218, -0.102347, 0.361399
21.337, -0.417253, -0.0990946, 0.358782
21.347, -0.418252, -0.0958077, 0.356187
21.357, -0.419212, -0.0924851, 0.353613
21.367, -0.420134, -0.0891278, 0.351073
21.378, -0.421016, -0.0857382, 0.348549
21.387, -0.421861, -0.0823195, 0.346049
21.397, -0.422669, -0.0788686, 0.343573
21.407, -0.423435, -0.0753868, 0.341124
21.417, -0.424163, -0.0718723, 0.33871
21.427, -0.424849, -0.0683289, 0.336322
21.438, -0.425492, -0.0647562, 0.333957
21.447, -0.426094, -0.0611577, 0.331616
21.457, -0.426656, -0.0575313, 0.329312
21.467, -0.427178, -0.0538753, 0.327036
21.477, -0.427654, -0.0501958, 0.324785
21.487, -0.428088, -0.0464877, 0.322567
21.498, -0.428479, -0.0427567, 0.32039
21.507, -0.428831, -0.0390028, 0.318237
21.517, -0.429137, -0.0352246, 0.31611
21.527, -0.429395, -0.0314242, 0.314015
21.537, -0.429615, -0.0276022, 0.311967
21.547, -0.429787, -0.0237566, 0.309946
21.558, -0.429923, -0.0198914, 0.307964
21.567, -0.430003, -0.0160085, 0.306007
21.577, -0.43005, -0.012115, 0.304092
21.587, -0.430047, -0.0082542, 0.302232
21.597, -0.429997, -0.00444982, 0.300437
21.607, -0.429902, -0.000691126, 0.29871
21.618, -0.429767, 0.00301698, 0.297044
21.628, -0.429594, 0.00668183, 0.295432
21.637, -0.429384, 0.0102915, 0.293875
21.647, -0.42914, 0.0138505, 0.292375
21.657, -0.428862, 0.017359, 0.290928
21.667, -0.428552, 0.0208086, 0.289546
21.677, -0.428212, 0.0242127, 0.288205
21.687, -0.427845, 0.027567, 0.286913
21.697, -0.427452, 0.0308801, 0.285662
21.707, -0.427035, 0.0341339, 0.284457
21.717, -0.426594, 0.0373519, 0.283292
