time, x, y, z
84.028, -0.351014, 0.202632, 0.476492
84.038, -0.351014, 0.202632, 0.476492
84.048, -0.351014, 0.202632, 0.476492
84.059, -0.351014, 0.202632, 0.476492
84.068, -0.351014, 0.202632, 0.476492
84.078, -0.351014, 0.202632, 0.476492
84.088, -0.351013, 0.202632, 0.476492
84.098, -0.351013, 0.202632, 0.476492
84.109, -0.351013, 0.202632, 0.476492
84.118, -0.351013, 0.202632, 0.476492
84.128, -0.351013, 0.202632, 0.476492
84.139, -0.350602, 0.203648, 0.474791
84.148, -0.351086, 0.205164, 0.471528
84.158, -0.351659, 0.206742, 0.467872
84.168, -0.352162, 0.208268, 0.464364
84.178, -0.35258, 0.209816, 0.460906
84.188, -0.352984, 0.211378, 0.457425
84.198, -0.353384, 0.212935, 0.453929
84.208, -0.353759, 0.214485, 0.450444
84.219, -0.354101, 0.21602, 0.446981
84.228, -0.354418, 0.217548, 0.44354
84.238, -0.354708, 0.219061, 0.44012
84.249, -0.354971, 0.22056, 0.436728
84.258, -0.355205, 0.222046, 0.433355
84.268, -0.355416, 0.223519, 0.430009
84.278, -0.355598, 0.224971, 0.426693
84.289, -0.355753, 0.226409, 0.423403
84.298, -0.355877, 0.227825, 0.420139
84.308, -0.355969, 0.229216, 0.416914
84.318, -0.35603, 0.230583, 0.413731
84.328, -0.356062, 0.231925, 0.410587
84.338, -0.356065, 0.233246, 0.407477
84.348, -0.356042, 0.234542, 0.404406
84.358, -0.355994, 0.235812, 0.401379
84.369, -0.35592, 0.237058, 0.398395
84.378, -0.355824, 0.238285, 0.39545
84.388, -0.355707, 0.239485, 0.392546
84.399, -0.355574, 0.240664, 0.389692
84.409, -0.355461, 0.241848, 0.386893
84.418, -0.355377, 0.24304, 0.38414
84.428, -0.355333, 0.24425, 0.38145
84.439, -0.355326, 0.245472, 0.378807
84.448, -0.355348, 0.246703, 0.376202
84.458, -0.35541, 0.247951, 0.373653
84.468, -0.355503, 0.249206, 0.371148
84.479, -0.355621, 0.250468, 0.36869
84.488, -0.355766, 0.251737, 0.366266
84.498, -0.355945, 0.253018, 0.363892
84.508, -0.356148, 0.254302, 0.36156
84.518, -0.356369, 0.25559, 0.359263
84.528, -0.356615, 0.256883, 0.357009
84.539, -0.356886, 0.25818, 0.354801
84.548, -0.357175, 0.259476, 0.352629
84.558, -0.357494, 0.260779, 0.350513
84.568, -0.357829, 0.262077, 0.348446
84.578, -0.35819, 0.263377, 0.346422
84.588, -0.358571, 0.264679, 0.344441
84.598, -0.358966, 0.265977, 0.342497
84.608, -0.359386, 0.267275, 0.340607
84.618, -0.359821, 0.268569, 0.338759
84.629, -0.360273, 0.26986, 0.336952
84.639, -0.360736, 0.271146, 0.33518
84.648, -0.361216, 0.272428, 0.33345
84.658, -0.361709, 0.273704, 0.331759
84.668, -0.362216, 0.274976, 0.330106
84.678, -0.362741, 0.276243, 0.328486
84.688, -0.363272, 0.2775, 0.326908
84.699, -0.363815, 0.278749, 0.325365
84.708, -0.364365, 0.279991, 0.323853
84.718, -0.364927, 0.281225, 0.322375
84.728, -0.365497, 0.282451, 0.32093
84.738, -0.366078, 0.283667, 0.319522
84.748, -0.366665, 0.284874, 0.318145
84.758, -0.367258, 0.286072, 0.316797
84.768, -0.367858, 0.287262, 0.31548
84.779, -0.368465, 0.288443, 0.314191
84.788, -0.36908, 0.289616, 0.312923
84.798, -0.369698, 0.290775, 0.31169
84.808, -0.370322, 0.291923, 0.310488
84.819, -0.370949, 0.293059, 0.309312
84.828, -0.371578, 0.294185, 0.308159
84.838, -0.372213, 0.2953, 0.307033
84.848, -0.37285, 0.296404, 0.305931
84.859, -0.373492, 0.297496, 0.304858
84.868, -0.374133, 0.298577, 0.303807
84.878, -0.374778, 0.299648, 0.302781
84.888, -0.375426, 0.300709, 0.301776
84.898, -0.376078, 0.301759, 0.300787
84.908, -0.376727, 0.302793, 0.299827
84.918, -0.377378, 0.303816, 0.298888
84.928, -0.378029, 0.304826, 0.29797
84.939, -0.378679, 0.305826, 0.29707
84.948, -0.37933, 0.306814, 0.296191
84.958, -0.379983, 0.307789, 0.295333
84.968, -0.380633, 0.308753, 0.294493
84.978, -0.381284, 0.309706, 0.293673
84.988, -0.381934, 0.310647, 0.292873
84.999, -0.382648, 0.311668, 0.292011
85.008, -0.383234, 0.312498, 0.291313
85.018, -0.383881, 0.313404, 0.290562
85.028, -0.384527, 0.314297, 0.289828
85.038, -0.385169, 0.315179, 0.28911
85.048, -0.38581, 0.316049, 0.288407
85.058, -0.38645, 0.316909, 0.287719
85.068, -0.387088, 0.317757, 0.287046
85.078, -0.387724, 0.318594, 0.286389
85.089, -0.388358, 0.319419, 0.285749
