time, x, y, z
976.957, -0.399149, 0.230436, 0.629227
976.967, -0.399146, 0.230435, 0.629232
976.977, -0.399149, 0.230436, 0.629227
976.987, -0.398772, 0.230234, 0.62761
976.997, -0.397904, 0.229737, 0.624783
977.007, -0.397014, 0.22922, 0.62262
977.017, -0.396026, 0.228642, 0.620289
977.027, -0.395064, 0.228068, 0.618
977.037, -0.394104, 0.227511, 0.615687
977.047, -0.393168, 0.226966, 0.613353
977.058, -0.392239, 0.226427, 0.611008
977.067, -0.391322, 0.225893, 0.608652
977.077, -0.390427, 0.225372, 0.606273
977.088, -0.389538, 0.224856, 0.603884
977.097, -0.388661, 0.224345, 0.601486
977.107, -0.387805, 0.223847, 0.599065
977.117, -0.386957, 0.223354, 0.596634
977.127, -0.38612, 0.222867, 0.594192
977.137, -0.385305, 0.222393, 0.591729
977.147, -0.384498, 0.221924, 0.589257
977.157, -0.383702, 0.221461, 0.586774
977.167, -0.382928, 0.221011, 0.58427
977.178, -0.382162, 0.220566, 0.581756
977.187, -0.381407, 0.220127, 0.579234
977.197, -0.380674, 0.219701, 0.57669
977.208, -0.379949, 0.219279, 0.574137
977.217, -0.379236, 0.218865, 0.571574
977.227, -0.378544, 0.218463, 0.568992
977.237, -0.37785, 0.218058, 0.566408
977.247, -0.377155, 0.217651, 0.563817
977.257, -0.376449, 0.21724, 0.561225
977.267, -0.375725, 0.21682, 0.558638
977.277, -0.374989, 0.216393, 0.556052
977.287, -0.374238, 0.215957, 0.553468
977.297, -0.373472, 0.215516, 0.550889
977.307, -0.372698, 0.215065, 0.548308
977.318, -0.371907, 0.214607, 0.545733
977.327, -0.371105, 0.214142, 0.543159
977.337, -0.370271, 0.213699, 0.540591
977.348, -0.369441, 0.21322, 0.538025
977.358, -0.368597, 0.212733, 0.535464
977.367, -0.367739, 0.212237, 0.532909
977.377, -0.36687, 0.21174, 0.530354
977.387, -0.365986, 0.211231, 0.527808
977.397, -0.365091, 0.210719, 0.525264
977.407, -0.364181, 0.210196, 0.522729
977.417, -0.36326, 0.20967, 0.520197
977.427, -0.362325, 0.209135, 0.517674
977.437, -0.361379, 0.208595, 0.515154
977.447, -0.360419, 0.208046, 0.512644
977.457, -0.359448, 0.207493, 0.510139
977.467, -0.358463, 0.206931, 0.507644
977.477, -0.357469, 0.206366, 0.505154
977.487, -0.356462, 0.205793, 0.502674
977.497, -0.355456, 0.205218, 0.500189
977.507, -0.354443, 0.204643, 0.497724
977.517, -0.353451, 0.204084, 0.495239
977.528, -0.352466, 0.203525, 0.492759
977.537, -0.351513, 0.202983, 0.49026
977.547, -0.350582, 0.202452, 0.487759
977.557, -0.34968, 0.201939, 0.485245
977.567, -0.348803, 0.201439, 0.482722
977.577, -0.349163, 0.201665, 0.481494
977.587, -0.349806, 0.202045, 0.479464
977.597, -0.350597, 0.202512, 0.477236
977.607, -0.351382, 0.202974, 0.475026
977.618, -0.352148, 0.203424, 0.472831
977.627, -0.352905, 0.20387, 0.470627
977.637, -0.353646, 0.204324, 0.468413
977.647, -0.354374, 0.204783, 0.466188
977.657, -0.355088, 0.205246, 0.46395
977.667, -0.355788, 0.205714, 0.461702
977.677, -0.356473, 0.206186, 0.459443
977.687, -0.357143, 0.206663, 0.457174
977.697, -0.357799, 0.207145, 0.454894
977.707, -0.358439, 0.207633, 0.452605
977.717, -0.359063, 0.208125, 0.450305
977.727, -0.35967, 0.208623, 0.447999
977.737, -0.360263, 0.209127, 0.445679
977.747, -0.360838, 0.209638, 0.44335
977.757, -0.361408, 0.210135, 0.441011
977.767, -0.36194, 0.210676, 0.438662
977.777, -0.362464, 0.211205, 0.436305
977.787, -0.362971, 0.211738, 0.43394
977.797, -0.36346, 0.212278, 0.431566
977.808, -0.36393, 0.212828, 0.429182
977.817, -0.364381, 0.213382, 0.426795
977.827, -0.364815, 0.213944, 0.424395
977.838, -0.365229, 0.214514, 0.421987
