time, x, y, z
1309.54, -0.350993, -0.20266, 0.476496
1309.55, -0.350993, -0.20266, 0.476496
1309.56, -0.350993, -0.20266, 0.476496
1309.57, -0.351309, -0.202271, 0.476251
1309.58, -0.352277, -0.201172, 0.475514
1309.59, -0.353645, -0.19975, 0.474244
1309.6, -0.355001, -0.198566, 0.47277
1309.61, -0.35634, -0.197399, 0.471265
1309.62, -0.357673, -0.196199, 0.469782
1309.63, -0.358994, -0.194984, 0.468311
1309.64, -0.360303, -0.193756, 0.466846
1309.65, -0.361604, -0.192519, 0.46538
1309.66, -0.362896, -0.191267, 0.463915
1309.67, -0.364179, -0.190005, 0.462452
1309.68, -0.365454, -0.18873, 0.460988
1309.69, -0.366719, -0.187443, 0.459527
1309.7, -0.367974, -0.186146, 0.458067
1309.71, -0.369221, -0.184837, 0.456606
1309.72, -0.370459, -0.183515, 0.455147
1309.73, -0.371687, -0.182181, 0.453691
1309.74, -0.372905, -0.180837, 0.452236
1309.75, -0.374115, -0.179481, 0.45078
1309.76, -0.375315, -0.178113, 0.449327
1309.77, -0.376505, -0.176734, 0.447876
1309.78, -0.377685, -0.175343, 0.446426
1309.79, -0.378856, -0.173942, 0.444977
1309.8, -0.380017, -0.17253, 0.44353
1309.81, -0.381169, -0.171106, 0.442082
1309.82, -0.38231, -0.16967, 0.440638
1309.83, -0.383442, -0.168223, 0.439196
1309.84, -0.384564, -0.166766, 0.437756
1309.85, -0.385675, -0.165297, 0.436317
1309.86, -0.386777, -0.163818, 0.43488
1309.87, -0.387868, -0.162327, 0.433446
1309.88, -0.388949, -0.160825, 0.432014
1309.89, -0.39002, -0.159313, 0.430584
1309.9, -0.39108, -0.15779, 0.429156
1309.91, -0.39213, -0.156255, 0.42773
1309.92, -0.39317, -0.154711, 0.426307
1309.93, -0.394199, -0.153155, 0.424886
1309.94, -0.395218, -0.151589, 0.423467
1309.95, -0.396226, -0.150012, 0.422051
1309.96, -0.397223, -0.148424, 0.420638
1309.97, -0.39821, -0.146826, 0.419228
1309.98, -0.399186, -0.145218, 0.41782
1309.99, -0.400151, -0.143599, 0.416415
1310, -0.401105, -0.141969, 0.415013
1310.01, -0.402049, -0.14033, 0.413614
1310.02, -0.402981, -0.13868, 0.412218
1310.03, -0.403902, -0.13702, 0.410825
1310.04, -0.404813, -0.135349, 0.409436
1310.05, -0.40571, -0.133668, 0.408054
1310.06, -0.406599, -0.131978, 0.406671
1310.07, -0.407476, -0.130277, 0.405291
1310.08, -0.408341, -0.128566, 0.403915
1310.09, -0.409195, -0.126845, 0.402543
1310.1, -0.410038, -0.125114, 0.401175
1310.11, -0.410869, -0.123373, 0.39981
1310.12, -0.411689, -0.121623, 0.398448
1310.13, -0.412497, -0.119863, 0.397091
1310.14, -0.413292, -0.118093, 0.395742
1310.15, -0.414078, -0.116313, 0.394392
1310.16, -0.414852, -0.114524, 0.393046
1310.17, -0.415613, -0.112725, 0.391704
1310.18, -0.416363, -0.110917, 0.390366
1310.19, -0.4171, -0.109099, 0.389038
1310.2, -0.417827, -0.107272, 0.387708
1310.21, -0.418542, -0.105435, 0.386383
1310.22, -0.419244, -0.103589, 0.385063
