time, x, y, z
1203.84, -0.39915, 0.230437, 0.629225
1203.85, -0.399149, 0.230436, 0.629227
1203.86, -0.39915, 0.230437, 0.629225
1203.87, -0.398951, 0.230298, 0.628008
1203.88, -0.398587, 0.22974, 0.625813
1203.89, -0.398001, 0.228921, 0.623313
1203.9, -0.397319, 0.228083, 0.621104
1203.91, -0.396611, 0.227219, 0.618825
1203.92, -0.395919, 0.226355, 0.616559
1203.93, -0.395251, 0.225481, 0.614279
1203.94, -0.394619, 0.224606, 0.61198
1203.95, -0.394011, 0.223723, 0.609672
1203.96, -0.393429, 0.222834, 0.607354
1203.97, -0.392877, 0.221942, 0.605022
1203.98, -0.392351, 0.221041, 0.60268
1203.99, -0.391852, 0.220135, 0.600329
1204, -0.391375, 0.219222, 0.59797
1204.01, -0.390938, 0.218308, 0.595592
1204.02, -0.390523, 0.217383, 0.593209
1204.03, -0.390133, 0.216452, 0.59082
1204.04, -0.389784, 0.21552, 0.588412
1204.05, -0.389457, 0.214579, 0.586001
1204.06, -0.389157, 0.213631, 0.583583
1204.07, -0.388895, 0.212681, 0.58115
1204.08, -0.388644, 0.211715, 0.578719
1204.09, -0.388405, 0.210736, 0.576286
1204.1, -0.388168, 0.209737, 0.573857
1204.11, -0.387924, 0.208714, 0.571439
1204.12, -0.387678, 0.20767, 0.569027
1204.13, -0.387431, 0.206601, 0.566623
1204.14, -0.38718, 0.205511, 0.56423
1204.15, -0.386931, 0.2044, 0.561842
1204.16, -0.386676, 0.203267, 0.559467
1204.17, -0.386422, 0.202114, 0.557098
1204.18, -0.386165, 0.200936, 0.554743
1204.19, -0.385907, 0.19974, 0.552396
1204.2, -0.385647, 0.198521, 0.550061
1204.21, -0.385385, 0.197281, 0.54774
1204.22, -0.385124, 0.196021, 0.545427
1204.23, -0.384859, 0.19474, 0.543131
1204.24, -0.384595, 0.193441, 0.540843
1204.25, -0.384328, 0.192119, 0.538573
1204.26, -0.384063, 0.190779, 0.536314
1204.27, -0.383794, 0.189417, 0.534073
1204.28, -0.383527, 0.18804, 0.531843
1204.29, -0.383256, 0.186642, 0.529632
1204.3, -0.382992, 0.185229, 0.527427
1204.31, -0.382736, 0.1838, 0.525246
1204.32, -0.382517, 0.182374, 0.523054
1204.33, -0.382315, 0.180936, 0.520883
1204.34, -0.382161, 0.179509, 0.518693
1204.35, -0.382047, 0.178084, 0.516513
1204.36, -0.381979, 0.176667, 0.514328
1204.37, -0.381952, 0.175255, 0.512143
1204.38, -0.381968, 0.17385, 0.509959
1204.39, -0.382028, 0.172451, 0.507778
1204.4, -0.382134, 0.171063, 0.505592
1204.41, -0.382281, 0.169681, 0.503411
1204.42, -0.382472, 0.168307, 0.501233
1204.43, -0.382707, 0.166942, 0.499059
1204.44, -0.382989, 0.165589, 0.496883
1204.45, -0.383312, 0.164245, 0.494713
1204.46, -0.383677, 0.162911, 0.492547
1204.47, -0.384086, 0.161588, 0.490385
1204.48, -0.384539, 0.160277, 0.48823
1204.49, -0.385034, 0.158978, 0.486078
1204.5, -0.385575, 0.157694, 0.483927
1204.51, -0.386157, 0.156421, 0.481786
1204.52, -0.386785, 0.155163, 0.479652
1204.53, -0.387455, 0.153919, 0.477523
1204.54, -0.388166, 0.15269, 0.475401
1204.55, -0.38892, 0.151476, 0.473288
1204.56, -0.389722, 0.15028, 0.471178
1204.57, -0.390563, 0.1491, 0.469079
1204.58, -0.391449, 0.147936, 0.466988
1204.59, -0.392376, 0.146791, 0.464904
1204.6, -0.393345, 0.145664, 0.46283
1204.61, -0.394357, 0.144556, 0.460766
1204.62, -0.395408, 0.143466, 0.45871
