x1, x2, x3, time
-0.449098, -0.078581, 0.108330, 7.114884
-0.449412, -0.077722, 0.108401, 7.119917
-0.449729, -0.076841, 0.108470, 7.124909
-0.450033, -0.075942, 0.108532, 7.130057
-0.450334, -0.075060, 0.108597, 7.135019
-0.450631, -0.074149, 0.108656, 7.139966
-0.450924, -0.073200, 0.108708, 7.144954
-0.451229, -0.072245, 0.108756, 7.150044
-0.451542, -0.071292, 0.108804, 7.154952
-0.451869, -0.070365, 0.108852, 7.159957
-0.452216, -0.069508, 0.108899, 7.165004
-0.452584, -0.068682, 0.108941, 7.169924
-0.452975, -0.067863, 0.108978, 7.174880
-0.453387, -0.067050, 0.109028, 7.179969
-0.453816, -0.066239, 0.109088, 7.184940
-0.454249, -0.065446, 0.109159, 7.189968
-0.454709, -0.064666, 0.109242, 7.194931
-0.455185, -0.063885, 0.109329, 7.199958
-0.455686, -0.063114, 0.109416, 7.204933
-0.456234, -0.062339, 0.109512, 7.209969
-0.456787, -0.061576, 0.109597, 7.214939
-0.457372, -0.060830, 0.109695, 7.219993
-0.457984, -0.060115, 0.109805, 7.225016
-0.458617, -0.059443, 0.109924, 7.230567
-0.459234, -0.058769, 0.110034, 7.235220
-0.459851, -0.058094, 0.110135, 7.240608
-0.460492, -0.057449, 0.110231, 7.244945
-0.461152, -0.056824, 0.110318, 7.249981
-0.461880, -0.056237, 0.110424, 7.254978
-0.462607, -0.055656, 0.110520, 7.259991
-0.463301, -0.055061, 0.110593, 7.265009
-0.463986, -0.054453, 0.110654, 7.270071
-0.464684, -0.053825, 0.110705, 7.274889
-0.465425, -0.053206, 0.110767, 7.280001
-0.466126, -0.052602, 0.110801, 7.284952
-0.466831, -0.052017, 0.110830, 7.290027
-0.467580, -0.051460, 0.110871, 7.295033
-0.468330, -0.050910, 0.110904, 7.300079
-0.469032, -0.050374, 0.110904, 7.304936
-0.469725, -0.049863, 0.110908, 7.309947
-0.470473, -0.049361, 0.110952, 7.315022
-0.471177, -0.048860, 0.110979, 7.320019
-0.471861, -0.048344, 0.110990, 7.325310
-0.472649, -0.047843, 0.111039, 7.330008
-0.473382, -0.047334, 0.111044, 7.334971
-0.474128, -0.046820, 0.111066, 7.339918
-0.474954, -0.046331, 0.111113, 7.344944
-0.475713, -0.045846, 0.111114, 7.349983
-0.476508, -0.045386, 0.111123, 7.354930
-0.477326, -0.044959, 0.111133, 7.359855
-0.478123, -0.044565, 0.111119, 7.364885
-0.478955, -0.044203, 0.111103, 7.369977
-0.479824, -0.043863, 0.111112, 7.374923
-0.480728, -0.043570, 0.111139, 7.379940
-0.481623, -0.043309, 0.111159, 7.384936
-0.482585, -0.043072, 0.111220, 7.390044
-0.483567, -0.042855, 0.111286, 7.394974
-0.484550, -0.042675, 0.111346, 7.400155
-0.485496, -0.042507, 0.111368, 7.405064
-0.486440, -0.042348, 0.111392, 7.410027
-0.487387, -0.042202, 0.111399, 7.414934
-0.488351, -0.042064, 0.111409, 7.419933
-0.489347, -0.041944, 0.111431, 7.425070
-0.490311, -0.041814, 0.111416, 7.430023
-0.491317, -0.041722, 0.111418, 7.434893
-0.492325, -0.041649, 0.111409, 7.439988
-0.493319, -0.041596, 0.111388, 7.444982
-0.494303, -0.041585, 0.111364, 7.449959
-0.495247, -0.041601, 0.111331, 7.454895
-0.496219, -0.041633, 0.111322, 7.459915
-0.497203, -0.041694, 0.111336, 7.464915
-0.498177, -0.041765, 0.111342, 7.469918
-0.499161, -0.041846, 0.111366, 7.474888
-0.500120, -0.041928, 0.111372, 7.479892
-0.501079, -0.042027, 0.111387, 7.484895
-0.501958, -0.042144, 0.111370, 7.489907
-0.502758, -0.042260, 0.111323, 7.494890
-0.503538, -0.042381, 0.111283, 7.499914
-0.504307, -0.042507, 0.111239, 7.504881
-0.505096, -0.042656, 0.111215, 7.509916
-0.505879, -0.042823, 0.111217, 7.514894
-0.506646, -0.043007, 0.111249, 7.519915
-0.507443, -0.043206, 0.111331, 7.525288
-0.508188, -0.043400, 0.111372, 7.529975
-0.508874, -0.043603, 0.111387, 7.534977
-0.509538, -0.043821, 0.111394, 7.539991
-0.510247, -0.044059, 0.111406, 7.544969
-0.510966, -0.044301, 0.111427, 7.549915
-0.511644, -0.044541, 0.111426, 7.554950
-0.512385, -0.044799, 0.111450, 7.559977
-0.513138, -0.045059, 0.111468, 7.564974
-0.513792, -0.045301, 0.111410, 7.569941
-0.514430, -0.045561, 0.111368, 7.574939
-0.515139, -0.045853, 0.111360, 7.580004
-0.515852, -0.046150, 0.111375, 7.584943
-0.516535, -0.046462, 0.111401, 7.589913
-0.517287, -0.046799, 0.111449, 7.594995
-0.518061, -0.047146, 0.111514, 7.600037
-0.518738, -0.047481, 0.111484, 7.604946
-0.519397, -0.047829, 0.111449, 7.609910
-0.520071, -0.048196, 0.111386, 7.614916
-0.520752, -0.048571, 0.111313, 7.620069
-0.521421, -0.048952, 0.111267, 7.625015
-0.522129, -0.049345, 0.111219, 7.629860
-0.522863, -0.049746, 0.111214, 7.634898
-0.523590, -0.050151, 0.111214, 7.639909
-0.524235, -0.050555, 0.111203, 7.644897
-0.524872, -0.050966, 0.111190, 7.649884
-0.525509, -0.051400, 0.111177, 7.654902
-0.526120, -0.051851, 0.111170, 7.659886
-0.526757, -0.052337, 0.111169, 7.664887
-0.527408, -0.052844, 0.111163, 7.669894
-0.528043, -0.053355, 0.111156, 7.674904
-0.528677, -0.053872, 0.111142, 7.679909
-0.529301, -0.054396, 0.111109, 7.684930
-0.529851, -0.054915, 0.111007, 7.690315
-0.530413, -0.055450, 0.110941, 7.695080
-0.531032, -0.056021, 0.110921, 7.700119
-0.531639, -0.056588, 0.110904, 7.705022
-0.532238, -0.057167, 0.110912, 7.710143
-0.532854, -0.057759, 0.110954, 7.714985
-0.533480, -0.058382, 0.110977, 7.719944
-0.534043, -0.059006, 0.110955, 7.724972
-0.534523, -0.059630, 0.110875, 7.729988
-0.535032, -0.060284, 0.110817, 7.734929
-0.535563, -0.060970, 0.110763, 7.739986
-0.536085, -0.061669, 0.110696, 7.744960
-0.536596, -0.062353, 0.110633, 7.749913
-0.537113, -0.063041, 0.110570, 7.754917
-0.537657, -0.063742, 0.110532, 7.760076
-0.538167, -0.064417, 0.110469, 7.765130
-0.538660, -0.065082, 0.110408, 7.770002
-0.539119, -0.065772, 0.110346, 7.774981
-0.539575, -0.066481, 0.110303, 7.779944
-0.540014, -0.067204, 0.110261, 7.784954
-0.540497, -0.067945, 0.110228, 7.790722
-0.540958, -0.068714, 0.110186, 7.794990
-0.541377, -0.069492, 0.110119, 7.800012
-0.541831, -0.070277, 0.110087, 7.804985
-0.542304, -0.071059, 0.110068, 7.809851
-0.542699, -0.071841, 0.109987, 7.814889
-0.543103, -0.072648, 0.109905, 7.819939
-0.543508, -0.073457, 0.109820, 7.824925
-0.543855, -0.074257, 0.109718, 7.829887
-0.544204, -0.075071, 0.109628, 7.834969
-0.544523, -0.075878, 0.109544, 7.839984
-0.544842, -0.076703, 0.109483, 7.844970
-0.545148, -0.077541, 0.109420, 7.850013
-0.545436, -0.078389, 0.109344, 7.854946
-0.545748, -0.079264, 0.109295, 7.859977
-0.546033, -0.080133, 0.109242, 7.864930
-0.546283, -0.081016, 0.109186, 7.869972
-0.546491, -0.081910, 0.109122, 7.874938
-0.546641, -0.082811, 0.109054, 7.879926
-0.546810, -0.083696, 0.109010, 7.884995
-0.546979, -0.084546, 0.108951, 7.889973
-0.547086, -0.085377, 0.108841, 7.894882
-0.547216, -0.086197, 0.108758, 7.899911
-0.547364, -0.087026, 0.108696, 7.904884
-0.547418, -0.087819, 0.108602, 7.909918
-0.547462, -0.088631, 0.108515, 7.914893
-0.547544, -0.089472, 0.108450, 7.919904
-0.547586, -0.090310, 0.108358, 7.924963
-0.547624, -0.091158, 0.108270, 7.929957
-0.547683, -0.092030, 0.108192, 7.934932
-0.547726, -0.092921, 0.108113, 7.939993
-0.547768, -0.093788, 0.108032, 7.944939
-0.547821, -0.094658, 0.107956, 7.949994
-0.547856, -0.095528, 0.107868, 7.955184
-0.547877, -0.096385, 0.107782, 7.960319
-0.547900, -0.097230, 0.107708, 7.964937
-0.547913, -0.098092, 0.107645, 7.969925
-0.547899, -0.098974, 0.107581, 7.974947
-0.547865, -0.099834, 0.107513, 7.979962
-0.547806, -0.100682, 0.107439, 7.984952
-0.547721, -0.101502, 0.107357, 7.989943
-0.547623, -0.102290, 0.107281, 7.994926
-0.547507, -0.103089, 0.107212, 8.000015
-0.547365, -0.103889, 0.107138, 8.004935
-0.547205, -0.104664, 0.107064, 8.009887
-0.547031, -0.105438, 0.106992, 8.014884
-0.546847, -0.106246, 0.106924, 8.020001
-0.546648, -0.107051, 0.106852, 8.024840
-0.546439, -0.107866, 0.106778, 8.029989
-0.546229, -0.108695, 0.106716, 8.034890
-0.546018, -0.109507, 0.106658, 8.039926
-0.545794, -0.110321, 0.106600, 8.044882
-0.545559, -0.111138, 0.106545, 8.049990
-0.545317, -0.111932, 0.106491, 8.054989
-0.545056, -0.112731, 0.106430, 8.059973
-0.544781, -0.113504, 0.106360, 8.064937
-0.544497, -0.114239, 0.106282, 8.069976
-0.544205, -0.114985, 0.106204, 8.074938
-0.543901, -0.115719, 0.106116, 8.079979
-0.543587, -0.116451, 0.106023, 8.085010
-0.543268, -0.117200, 0.105930, 8.090228
-0.542938, -0.117941, 0.105829, 8.094933
-0.542584, -0.118686, 0.105714, 8.099984
-0.542222, -0.119436, 0.105598, 8.104961
-0.541857, -0.120188, 0.105487, 8.110050
-0.541476, -0.120947, 0.105375, 8.114969
-0.541091, -0.121710, 0.105273, 8.119995
-0.540717, -0.122438, 0.105181, 8.124931
-0.540334, -0.123137, 0.105082, 8.129975
-0.539945, -0.123811, 0.104982, 8.134941
-0.539569, -0.124470, 0.104894, 8.139940
-0.539191, -0.125125, 0.104811, 8.145008
-0.538805, -0.125759, 0.104725, 8.150012
-0.538406, -0.126382, 0.104635, 8.155129
-0.538012, -0.127006, 0.104559, 8.160211
-0.537625, -0.127623, 0.104501, 8.165021
-0.537215, -0.128245, 0.104442, 8.169959
-0.536772, -0.128858, 0.104373, 8.174927
-0.536324, -0.129472, 0.104318, 8.179929
-0.535885, -0.130089, 0.104277, 8.184929
-0.535429, -0.130681, 0.104226, 8.189960
-0.534944, -0.131243, 0.104158, 8.194942
-0.534460, -0.131788, 0.104097, 8.199842
-0.533984, -0.132300, 0.104043, 8.204901
-0.533503, -0.132795, 0.103992, 8.209946
-0.532989, -0.133283, 0.103930, 8.214912
-0.532450, -0.133748, 0.103859, 8.220573
-0.531900, -0.134216, 0.103793, 8.224966
-0.531359, -0.134708, 0.103743, 8.229930
-0.530770, -0.135189, 0.103666, 8.234936
-0.530129, -0.135681, 0.103566, 8.239932
-0.529498, -0.136190, 0.103492, 8.245096
-0.528890, -0.136699, 0.103451, 8.250032
-0.528245, -0.137200, 0.103394, 8.254952
-0.527601, -0.137705, 0.103346, 8.259947
-0.526976, -0.138198, 0.103312, 8.264952
-0.526329, -0.138656, 0.103260, 8.269985
-0.525653, -0.139080, 0.103187, 8.274936
-0.525007, -0.139490, 0.103142, 8.280113
-0.524394, -0.139872, 0.103130, 8.285127
-0.523733, -0.140237, 0.103096, 8.290050
-0.523055, -0.140602, 0.103060, 8.294978
-0.522400, -0.140974, 0.103040, 8.300020
-0.521694, -0.141326, 0.102983, 8.304982
-0.520936, -0.141682, 0.102903, 8.309984
-0.520210, -0.142054, 0.102862, 8.314943
-0.519455, -0.142400, 0.102817, 8.319962
-0.518662, -0.142723, 0.102755, 8.324908
-0.517906, -0.143052, 0.102711, 8.329902
-0.517139, -0.143369, 0.102661, 8.334963
-0.516377, -0.143665, 0.102631, 8.339956
-0.515595, -0.143948, 0.102591, 8.345110
-0.514812, -0.144216, 0.102553, 8.350496
-0.514066, -0.144481, 0.102527, 8.355049
-0.513310, -0.144718, 0.102505, 8.359982
-0.512566, -0.144951, 0.102494, 8.365018
-0.511826, -0.145174, 0.102483, 8.369970
-0.511034, -0.145373, 0.102440, 8.374943
-0.510261, -0.145565, 0.102410, 8.379971
-0.509457, -0.145738, 0.102365, 8.384949
-0.508643, -0.145902, 0.102329, 8.389943
-0.507843, -0.146066, 0.102309, 8.394889
-0.507040, -0.146207, 0.102301, 8.399946
-0.506203, -0.146320, 0.102290, 8.404896
-0.505377, -0.146419, 0.102283, 8.410077
-0.504542, -0.146498, 0.102263, 8.414959
-0.503692, -0.146567, 0.102232, 8.419915
-0.502835, -0.146626, 0.102212, 8.424894
-0.501951, -0.146659, 0.102170, 8.429954
-0.501057, -0.146679, 0.102133, 8.434969
-0.500171, -0.146700, 0.102118, 8.439917
-0.499293, -0.146717, 0.102116, 8.444946
-0.498435, -0.146736, 0.102131, 8.449853
-0.497555, -0.146750, 0.102148, 8.454893
-0.496681, -0.146748, 0.102179, 8.459912
-0.495823, -0.146729, 0.102206, 8.464913
-0.494965, -0.146688, 0.102226, 8.469897
-0.494071, -0.146624, 0.102219, 8.474891
-0.493154, -0.146535, 0.102185, 8.479942
-0.492240, -0.146429, 0.102151, 8.484953
-0.491336, -0.146312, 0.102130, 8.489950
-0.490461, -0.146200, 0.102127, 8.494927
-0.489597, -0.146083, 0.102125, 8.499992
-0.488712, -0.145939, 0.102122, 8.504946
-0.487851, -0.145787, 0.102132, 8.510030
-0.486986, -0.145621, 0.102138, 8.514993
-0.486128, -0.145448, 0.102158, 8.519894
-0.485234, -0.145257, 0.102154, 8.524888
-0.484334, -0.145059, 0.102150, 8.529893
-0.483464, -0.144861, 0.102177, 8.534894
-0.482626, -0.144656, 0.102223, 8.539935
-0.481804, -0.144434, 0.102267, 8.544939
-0.480972, -0.144182, 0.102296, 8.550072
-0.480154, -0.143917, 0.102318, 8.555015
-0.479368, -0.143649, 0.102340, 8.560385
-0.478582, -0.143376, 0.102351, 8.564946
-0.477773, -0.143085, 0.102327, 8.569970
-0.477010, -0.142807, 0.102306, 8.574930
-0.476271, -0.142538, 0.102294, 8.579986
-0.475573, -0.142281, 0.102298, 8.584934
-0.474905, -0.142032, 0.102328, 8.589935
-0.474219, -0.141764, 0.102367, 8.594923
-0.473558, -0.141477, 0.102408, 8.599913
-0.472952, -0.141188, 0.102478, 8.604941
-0.472318, -0.140865, 0.102516, 8.609982
-0.471635, -0.140509, 0.102525, 8.615009
-0.470959, -0.140145, 0.102539, 8.619982
-0.470297, -0.139774, 0.102541, 8.624913
-0.469694, -0.139424, 0.102568, 8.629912
-0.469084, -0.139060, 0.102582, 8.634899
-0.468458, -0.138680, 0.102583, 8.639923
-0.467881, -0.138293, 0.102618, 8.644959
-0.467308, -0.137888, 0.102649, 8.649894
-0.466692, -0.137462, 0.102638, 8.654889
-0.466083, -0.137039, 0.102640, 8.659926
-0.465464, -0.136610, 0.102643, 8.664895
-0.464902, -0.136186, 0.102703, 8.669893
-0.464409, -0.135775, 0.102789, 8.674901
-0.463859, -0.135329, 0.102838, 8.679937
-0.463323, -0.134862, 0.102882, 8.685057
-0.462824, -0.134377, 0.102932, 8.690039
-0.462311, -0.133868, 0.102950, 8.694984
-0.461747, -0.133343, 0.102937, 8.699968
-0.461179, -0.132824, 0.102928, 8.704966
-0.460629, -0.132305, 0.102945, 8.709920
-0.460140, -0.131802, 0.102987, 8.714975
-0.459625, -0.131268, 0.103028, 8.719902
-0.459106, -0.130723, 0.103076, 8.724884
-0.458608, -0.130182, 0.103142, 8.729916
-0.458151, -0.129636, 0.103232, 8.734939
-0.457657, -0.129062, 0.103296, 8.739964
-0.457143, -0.128463, 0.103342, 8.745100
-0.456640, -0.127848, 0.103387, 8.750081
-0.456159, -0.127249, 0.103431, 8.754936
-0.455707, -0.126655, 0.103464, 8.759945
-0.455282, -0.126063, 0.103511, 8.764857
-0.454827, -0.125447, 0.103536, 8.769963
-0.454415, -0.124821, 0.103590, 8.774934
-0.454043, -0.124191, 0.103646, 8.780097
-0.454043, -0.124191, 0.103646, 8.785081
-0.453189, -0.122875, 0.103692, 8.789985
-0.452763, -0.122221, 0.103729, 8.794931
-0.452367, -0.121563, 0.103783, 8.799997
-0.452014, -0.120916, 0.103869, 8.804989
-0.451665, -0.120267, 0.103962, 8.810050
-0.451277, -0.119596, 0.104037, 8.814998
-0.450944, -0.118914, 0.104111, 8.820084
-0.450615, -0.118201, 0.104169, 8.825078
-0.450284, -0.117474, 0.104214, 8.830022
-0.449913, -0.116731, 0.104254, 8.834924
-0.449551, -0.115988, 0.104294, 8.840002
-0.449234, -0.115263, 0.104344, 8.844884
-0.448887, -0.114522, 0.104386, 8.849987
-0.448575, -0.113772, 0.104435, 8.854958
-0.448279, -0.112997, 0.104504, 8.860047
-0.448014, -0.112216, 0.104602, 8.864948
-0.447737, -0.111401, 0.104673, 8.869920
-0.447530, -0.110589, 0.104768, 8.874902
-0.447347, -0.109795, 0.104860, 8.879907
-0.447140, -0.108988, 0.104953, 8.884887
-0.446948, -0.108177, 0.105040, 8.889898
-0.446738, -0.107340, 0.105106, 8.894884
-0.446554, -0.106509, 0.105175, 8.899904
-0.446376, -0.105683, 0.105220, 8.904894
-0.446174, -0.104849, 0.105257, 8.909980
-0.446050, -0.104027, 0.105338, 8.914948
-0.445921, -0.103173, 0.105413, 8.920008
-0.445749, -0.102289, 0.105451, 8.924960
-0.445675, -0.101450, 0.105526, 8.929950
-0.445587, -0.100622, 0.105588, 8.934875
-0.445461, -0.099786, 0.105640, 8.939906
-0.445414, -0.098981, 0.105728, 8.944968
-0.445338, -0.098147, 0.105803, 8.950064
-0.445235, -0.097266, 0.105872, 8.955054
-0.445227, -0.096381, 0.105974, 8.959919
-0.445234, -0.095504, 0.106073, 8.964944
-0.445194, -0.094601, 0.106136, 8.969943
-0.445168, -0.093696, 0.106210, 8.974942
-0.445210, -0.092812, 0.106324, 8.979895
-0.445249, -0.091918, 0.106441, 8.984943
-0.445229, -0.090985, 0.106535, 8.989955
-0.445238, -0.090069, 0.106629, 8.994961
-0.445269, -0.089175, 0.106730, 9.000034
-0.445285, -0.088272, 0.106812, 9.004949
-0.445341, -0.087358, 0.106909, 9.010058
-0.445436, -0.086450, 0.107017, 9.014963
-0.445520, -0.085525, 0.107114, 9.020058
-0.445630, -0.084608, 0.107214, 9.025020
-0.445782, -0.083734, 0.107315, 9.030075
-0.445947, -0.082862, 0.107403, 9.034948
-0.446133, -0.081971, 0.107489, 9.039958
-0.446368, -0.081060, 0.107584, 9.045008
-0.446649, -0.080132, 0.107679, 9.049993
-0.446962, -0.079200, 0.107770, 9.054940
-0.447292, -0.078284, 0.107853, 9.059982
-0.447637, -0.077398, 0.107928, 9.065000
-0.447984, -0.076526, 0.107990, 9.069946
-0.448319, -0.075652, 0.108047, 9.074929
-0.448665, -0.074763, 0.108104, 9.079931
-0.449004, -0.073904, 0.108159, 9.084938
-0.449338, -0.073060, 0.108215, 9.090049
-0.449688, -0.072217, 0.108271, 9.094940
-0.450052, -0.071386, 0.108323, 9.099986
-0.450426, -0.070555, 0.108365, 9.105024
-0.450823, -0.069730, 0.108412, 9.110056
-0.451260, -0.068894, 0.108470, 9.114927
-0.451722, -0.068066, 0.108534, 9.119924
-0.452181, -0.067260, 0.108598, 9.124935
-0.452652, -0.066474, 0.108673, 9.129999
-0.453132, -0.065713, 0.108758, 9.134942
-0.453617, -0.064946, 0.108846, 9.140002
-0.454104, -0.064179, 0.108938, 9.145131
-0.454609, -0.063453, 0.109038, 9.149897
-0.455127, -0.062754, 0.109141, 9.154883
-0.455657, -0.062078, 0.109239, 9.160015
-0.456230, -0.061416, 0.109343, 9.164946
-0.456829, -0.060750, 0.109448, 9.169990
-0.457432, -0.060072, 0.109545, 9.174948
-0.458020, -0.059362, 0.109632, 9.180015
-0.458606, -0.058658, 0.109719, 9.184965
-0.459199, -0.057974, 0.109811, 9.189960
-0.459787, -0.057313, 0.109907, 9.194971
-0.460399, -0.056668, 0.110004, 9.199986
-0.460986, -0.056026, 0.110076, 9.204847
-0.461562, -0.055400, 0.110129, 9.209993
-0.462210, -0.054792, 0.110197, 9.214995
-0.462887, -0.054201, 0.110261, 9.219991
-0.463547, -0.053604, 0.110295, 9.225009
-0.464194, -0.052992, 0.110314, 9.229995
-0.464911, -0.052389, 0.110366, 9.234942
-0.465650, -0.051783, 0.110427, 9.239926
-0.466311, -0.051164, 0.110461, 9.244964
-0.466996, -0.050552, 0.110509, 9.249923
-0.467751, -0.049970, 0.110596, 9.254895
-0.468437, -0.049394, 0.110642, 9.259896
-0.469113, -0.048831, 0.110669, 9.264923
-0.469855, -0.048304, 0.110726, 9.269919
-0.470553, -0.047790, 0.110760, 9.275103
-0.471265, -0.047285, 0.110797, 9.280147
-0.472052, -0.046829, 0.110855, 9.285043
-0.472805, -0.046385, 0.110884, 9.290007
-0.473626, -0.045963, 0.110956, 9.294904
-0.474421, -0.045551, 0.110993, 9.299901
-0.475263, -0.045141, 0.111040, 9.304950
-0.476127, -0.044731, 0.111085, 9.309978
-0.477011, -0.044352, 0.111141, 9.314956
-0.477917, -0.043993, 0.111187, 9.319966
-0.478787, -0.043662, 0.111194, 9.324952
-0.479668, -0.043361, 0.111203, 9.329999
-0.480553, -0.043090, 0.111193, 9.334936
-0.481444, -0.042829, 0.111172, 9.340030
-0.482369, -0.042593, 0.111180, 9.344946
-0.483294, -0.042385, 0.111195, 9.350011
-0.484236, -0.042216, 0.111232, 9.354926
-0.485197, -0.042070, 0.111281, 9.359975
-0.486174, -0.041952, 0.111339, 9.364961
-0.487106, -0.041854, 0.111359, 9.369896
-0.488018, -0.041769, 0.111373, 9.375019
-0.488911, -0.041691, 0.111356, 9.379928
-0.489817, -0.041628, 0.111342, 9.384883
-0.490767, -0.041560, 0.111340, 9.389930
-0.491706, -0.041508, 0.111315, 9.394898
-0.492676, -0.041467, 0.111304, 9.399934
-0.493649, -0.041420, 0.111279, 9.404899
-0.494636, -0.041399, 0.111268, 9.409953
-0.495579, -0.041400, 0.111246, 9.414917
-0.496475, -0.041428, 0.111226, 9.419912
-0.497384, -0.041487, 0.111242, 9.424900
-0.498281, -0.041570, 0.111275, 9.429888
-0.499141, -0.041655, 0.111312, 9.434900
-0.499992, -0.041741, 0.111367, 9.439899
-0.500824, -0.041827, 0.111398, 9.444875
-0.501677, -0.041931, 0.111441, 9.449885
-0.502468, -0.042040, 0.111440, 9.454894
-0.503179, -0.042141, 0.111408, 9.459888
-0.503907, -0.042258, 0.111389, 9.465097
-0.504655, -0.042391, 0.111365, 9.470337
-0.505387, -0.042541, 0.111352, 9.475127
-0.506118, -0.042710, 0.111374, 9.479911
-0.506885, -0.042899, 0.111433, 9.484900
-0.507674, -0.043092, 0.111504, 9.489921
-0.508366, -0.043276, 0.111528, 9.494909
-0.509045, -0.043491, 0.111538, 9.499906
-0.509770, -0.043731, 0.111543, 9.504920
-0.510472, -0.043965, 0.111527, 9.509935
-0.511181, -0.044209, 0.111513, 9.514899
-0.511933, -0.044469, 0.111515, 9.519968
-0.512720, -0.044741, 0.111524, 9.524988
-0.513439, -0.044997, 0.111471, 9.529968
-0.514125, -0.045241, 0.111426, 9.535057
-0.514847, -0.045511, 0.111377, 9.539945
-0.515582, -0.045801, 0.111361, 9.544908
-0.516309, -0.046098, 0.111371, 9.549899
-0.517077, -0.046441, 0.111402, 9.554908
-0.517863, -0.046805, 0.111465, 9.559889
-0.518622, -0.047170, 0.111469, 9.564925
-0.519310, -0.047531, 0.111445, 9.569936
-0.519986, -0.047910, 0.111392, 9.574887
-0.520671, -0.048295, 0.111319, 9.579882
-0.521376, -0.048687, 0.111277, 9.584954
-0.522063, -0.049074, 0.111223, 9.589987
-0.522797, -0.049475, 0.111216, 9.594970
-0.523558, -0.049884, 0.111239, 9.600028
-0.524237, -0.050290, 0.111241, 9.605001
-0.524879, -0.050714, 0.111243, 9.610052
-0.525517, -0.051161, 0.111233, 9.615076
-0.526139, -0.051636, 0.111231, 9.619939
-0.526755, -0.052126, 0.111223, 9.624876
-0.527402, -0.052631, 0.111226, 9.629946
-0.528053, -0.053150, 0.111219, 9.634982
-0.528679, -0.053671, 0.111212, 9.639996
-0.529297, -0.054207, 0.111179, 9.644891
-0.529872, -0.054756, 0.111091, 9.649901
-0.530415, -0.055316, 0.110996, 9.654890
-0.530999, -0.055901, 0.110950, 9.659903
-0.531610, -0.056499, 0.110931, 9.664958
-0.532221, -0.057099, 0.110925, 9.670228
-0.532800, -0.057694, 0.110934, 9.675017
-0.533440, -0.058312, 0.110974, 9.679986
-0.534021, -0.058926, 0.110959, 9.684857
-0.534513, -0.059538, 0.110878, 9.689907
-0.535002, -0.060186, 0.110805, 9.695014
-0.535523, -0.060874, 0.110746, 9.699990
-0.536044, -0.061582, 0.110687, 9.704959
-0.536562, -0.062300, 0.110622, 9.709934
-0.537075, -0.063008, 0.110562, 9.714929
-0.537606, -0.063696, 0.110514, 9.719920
-0.538153, -0.064378, 0.110480, 9.724928
-0.538662, -0.065065, 0.110423, 9.729961
-0.539151, -0.065762, 0.110369, 9.734990
-0.539623, -0.066480, 0.110329, 9.740185
-0.540081, -0.067229, 0.110290, 9.745515
-0.540549, -0.068000, 0.110256, 9.749943
-0.541039, -0.068795, 0.110226, 9.754985
-0.541481, -0.069585, 0.110157, 9.759984
-0.541930, -0.070395, 0.110108, 9.764945
-0.542407, -0.071221, 0.110085, 9.770094
-0.542826, -0.072036, 0.110026, 9.774970
-0.543186, -0.072849, 0.109924, 9.779962
-0.543588, -0.073678, 0.109838, 9.784981
-0.543943, -0.074492, 0.109719, 9.789933
-0.544279, -0.075324, 0.109595, 9.794926
-0.544612, -0.076179, 0.109502, 9.799987
-0.544918, -0.077022, 0.109434, 9.804953
-0.545214, -0.077868, 0.109369, 9.810049
-0.545483, -0.078701, 0.109301, 9.814948
-0.545765, -0.079561, 0.109235, 9.819924
-0.546050, -0.080460, 0.109182, 9.824898
-0.546050, -0.080460, 0.109182, 9.829904
-0.546535, -0.082331, 0.109047, 9.834907
-0.546719, -0.083231, 0.108990, 9.839912
-0.546862, -0.084103, 0.108937, 9.844887
-0.547038, -0.084959, 0.108908, 9.849888
-0.547157, -0.085794, 0.108821, 9.854886
-0.547259, -0.086618, 0.108717, 9.859986
-0.547409, -0.087433, 0.108647, 9.865024
-0.547518, -0.088252, 0.108572, 9.869904
-0.547558, -0.089081, 0.108477, 9.874902
-0.547609, -0.089930, 0.108400, 9.879921
-0.547656, -0.090798, 0.108331, 9.884852
-0.547652, -0.091666, 0.108240, 9.889955
-0.547662, -0.092556, 0.108159, 9.894893
-0.547677, -0.093438, 0.108073, 9.899905
-0.547682, -0.094302, 0.107977, 9.904967
-0.547700, -0.095170, 0.107886, 9.909884
-0.547715, -0.096047, 0.107788, 9.914890
-0.547722, -0.096932, 0.107694, 9.919936
-0.547733, -0.097825, 0.107615, 9.924924
-0.547729, -0.098711, 0.107541, 9.929908
-0.547710, -0.099582, 0.107472, 9.934961
-0.547673, -0.100418, 0.107396, 9.939944
-0.547611, -0.101246, 0.107315, 9.944885
-0.547526, -0.102080, 0.107236, 9.949925
-0.547416, -0.102896, 0.107157, 9.954889
-0.547286, -0.103709, 0.107082, 9.959892
-0.547134, -0.104526, 0.107009, 9.964901
-0.546961, -0.105339, 0.106935, 9.969905
-0.546771, -0.106166, 0.106862, 9.974987
-0.546568, -0.107023, 0.106794, 9.979892
-0.546363, -0.107844, 0.106726, 9.984890
-0.546148, -0.108653, 0.106656, 9.989925
-0.545925, -0.109477, 0.106589, 9.994978
-0.545697, -0.110291, 0.106526, 9.999921
-0.545457, -0.111108, 0.106463, 10.004887
-0.545197, -0.111936, 0.106401, 10.009986
-0.544925, -0.112748, 0.106335, 10.014889
-0.544641, -0.113547, 0.106263, 10.019879
