x1, x2, x3, time
-0.517630, -0.006411, 0.498411, 0.410053
-0.517630, -0.006410, 0.498412, 0.415032
-0.517630, -0.006410, 0.498413, 0.420050
-0.517629, -0.006409, 0.498413, 0.425000
-0.517629, -0.006409, 0.498414, 0.430110
-0.517629, -0.006409, 0.498415, 0.435146
-0.517629, -0.006409, 0.498415, 0.439968
-0.517628, -0.006408, 0.498416, 0.444953
-0.517628, -0.006407, 0.498417, 0.449983
-0.517628, -0.006407, 0.498417, 0.454891
-0.517628, -0.006407, 0.498418, 0.460131
-0.517627, -0.006406, 0.498419, 0.464998
-0.517627, -0.006406, 0.498420, 0.469991
-0.517627, -0.006406, 0.498421, 0.474975
-0.517627, -0.006406, 0.498421, 0.480190
-0.517626, -0.006406, 0.498422, 0.485067
-0.517626, -0.006405, 0.498423, 0.490019
-0.517626, -0.006405, 0.498424, 0.494984
-0.517625, -0.006404, 0.498425, 0.499902
-0.517625, -0.006404, 0.498426, 0.504887
-0.517625, -0.006404, 0.498426, 0.509912
-0.517624, -0.006404, 0.498427, 0.514900
-0.517624, -0.006403, 0.498429, 0.520031
-0.517623, -0.006402, 0.498430, 0.525045
-0.517623, -0.006401, 0.498431, 0.530018
-0.517623, -0.006401, 0.498431, 0.534955
-0.517623, -0.006401, 0.498432, 0.539876
-0.517622, -0.006401, 0.498433, 0.544931
-0.517622, -0.006401, 0.498433, 0.549898
-0.517622, -0.006401, 0.498434, 0.554880
-0.517622, -0.006401, 0.498434, 0.559909
-0.517622, -0.006401, 0.498435, 0.564861
-0.517621, -0.006401, 0.498437, 0.569900
-0.517621, -0.006401, 0.498437, 0.574890
-0.517621, -0.006400, 0.498437, 0.579925
-0.517621, -0.006400, 0.498438, 0.584893
-0.517620, -0.006400, 0.498438, 0.590260
-0.517620, -0.006399, 0.498439, 0.594953
-0.517620, -0.006398, 0.498440, 0.599965
-0.517620, -0.006398, 0.498440, 0.604949
-0.517619, -0.006398, 0.498441, 0.610001
-0.517619, -0.006397, 0.498442, 0.614952
-0.517619, -0.006397, 0.498443, 0.619946
-0.517618, -0.006396, 0.498444, 0.625009
-0.517618, -0.006396, 0.498444, 0.630044
-0.517618, -0.006396, 0.498445, 0.634924
-0.517618, -0.006396, 0.498445, 0.639932
-0.517618, -0.006396, 0.498446, 0.644920
-0.517618, -0.006395, 0.498446, 0.649933
-0.517618, -0.006395, 0.498446, 0.655028
-0.517618, -0.006395, 0.498446, 0.659977
-0.517617, -0.006394, 0.498447, 0.665027
-0.517617, -0.006394, 0.498448, 0.670166
-0.517616, -0.006394, 0.498450, 0.675107
-0.517616, -0.006394, 0.498451, 0.679908
-0.517616, -0.006393, 0.498452, 0.684966
-0.517616, -0.006393, 0.498452, 0.689973
-0.517615, -0.006392, 0.498452, 0.695000
-0.517615, -0.006392, 0.498453, 0.700097
-0.517615, -0.006391, 0.498454, 0.704891
-0.517615, -0.006391, 0.498454, 0.709934
-0.517615, -0.006391, 0.498454, 0.714979
-0.517614, -0.006390, 0.498455, 0.719902
-0.517614, -0.006390, 0.498456, 0.724931
-0.517614, -0.006390, 0.498457, 0.729976
-0.517614, -0.006390, 0.498458, 0.734988
-0.517613, -0.006390, 0.498458, 0.739874
-0.517613, -0.006389, 0.498459, 0.744898
-0.517613, -0.006389, 0.498460, 0.750075
-0.517613, -0.006389, 0.498460, 0.754994
-0.517612, -0.006389, 0.498462, 0.760015
-0.517612, -0.006389, 0.498462, 0.765008
-0.517612, -0.006389, 0.498463, 0.770018
-0.517612, -0.006389, 0.498463, 0.774887
-0.517611, -0.006389, 0.498464, 0.779897
-0.517611, -0.006389, 0.498464, 0.784888
-0.517611, -0.006389, 0.498465, 0.790025
-0.517611, -0.006388, 0.498466, 0.795033
-0.517610, -0.006388, 0.498466, 0.799896
-0.517610, -0.006388, 0.498467, 0.804893
-0.517610, -0.006387, 0.498468, 0.809908
-0.517609, -0.006387, 0.498469, 0.815034
-0.517609, -0.006387, 0.498470, 0.820063
-0.517609, -0.006386, 0.498471, 0.824908
-0.517609, -0.006386, 0.498471, 0.830270
-0.517608, -0.006386, 0.498473, 0.834958
-0.517608, -0.006387, 0.498473, 0.840007
-0.517608, -0.006386, 0.498474, 0.844971
-0.517607, -0.006386, 0.498475, 0.849968
-0.517607, -0.006386, 0.498475, 0.854910
-0.517607, -0.006386, 0.498476, 0.859902
-0.517607, -0.006387, 0.498477, 0.864886
-0.517606, -0.006387, 0.498477, 0.869906
-0.517606, -0.006386, 0.498478, 0.874888
-0.517606, -0.006385, 0.498479, 0.879889
-0.517605, -0.006385, 0.498480, 0.884935
-0.517605, -0.006385, 0.498481, 0.890046
-0.517605, -0.006385, 0.498482, 0.895182
-0.517604, -0.006384, 0.498483, 0.900598
-0.517604, -0.006384, 0.498484, 0.905166
-0.517604, -0.006383, 0.498485, 0.910265
-0.517604, -0.006383, 0.498485, 0.915049
-0.517603, -0.006383, 0.498486, 0.920054
-0.517603, -0.006383, 0.498487, 0.925052
-0.517603, -0.006383, 0.498487, 0.930179
-0.517603, -0.006382, 0.498487, 0.935069
-0.517602, -0.006382, 0.498489, 0.940577
-0.517602, -0.006382, 0.498489, 0.944986
-0.517602, -0.006382, 0.498491, 0.949894
-0.517601, -0.006382, 0.498491, 0.954959
-0.517601, -0.006382, 0.498493, 0.960025
-0.517601, -0.006381, 0.498493, 0.964966
-0.517600, -0.006381, 0.498494, 0.970092
-0.517600, -0.006381, 0.498495, 0.974980
-0.517600, -0.006381, 0.498495, 0.979902
-0.517600, -0.006380, 0.498495, 0.984897
-0.517600, -0.006380, 0.498496, 0.989905
-0.517599, -0.006380, 0.498497, 0.994895
-0.517599, -0.006380, 0.498497, 0.999900
-0.517599, -0.006380, 0.498498, 1.004884
-0.517599, -0.006379, 0.498499, 1.009935
-0.517598, -0.006379, 0.498500, 1.014885
-0.517598, -0.006379, 0.498500, 1.020195
-0.517598, -0.006379, 0.498501, 1.025080
-0.517598, -0.006379, 0.498502, 1.030190
-0.517597, -0.006379, 0.498502, 1.035015
-0.517597, -0.006379, 0.498504, 1.040012
-0.517597, -0.006379, 0.498504, 1.044956
-0.517596, -0.006379, 0.498505, 1.049997
-0.517596, -0.006379, 0.498506, 1.055078
-0.517596, -0.006379, 0.498506, 1.059907
-0.517596, -0.006379, 0.498507, 1.064891
-0.517595, -0.006379, 0.498508, 1.069866
-0.517595, -0.006378, 0.498509, 1.074886
-0.517595, -0.006378, 0.498510, 1.079910
-0.517594, -0.006378, 0.498510, 1.084956
-0.517594, -0.006378, 0.498512, 1.090039
-0.517594, -0.006378, 0.498512, 1.095043
-0.517594, -0.006378, 0.498513, 1.100008
-0.517593, -0.006378, 0.498514, 1.104951
-0.517593, -0.006377, 0.498514, 1.109895
-0.517593, -0.006377, 0.498515, 1.114913
-0.517593, -0.006377, 0.498516, 1.119938
-0.517592, -0.006377, 0.498517, 1.124951
-0.517592, -0.006377, 0.498518, 1.129979
-0.517591, -0.006377, 0.498519, 1.134888
-0.517591, -0.006377, 0.498520, 1.140007
-0.517591, -0.006377, 0.498521, 1.144963
-0.517590, -0.006377, 0.498522, 1.149953
-0.517590, -0.006377, 0.498522, 1.155000
-0.517590, -0.006377, 0.498522, 1.160016
-0.517590, -0.006377, 0.498522, 1.164937
-0.517590, -0.006377, 0.498522, 1.169964
-0.517590, -0.006377, 0.498522, 1.174901
-0.517590, -0.006376, 0.498522, 1.179975
-0.517590, -0.006376, 0.498523, 1.184961
-0.517590, -0.006375, 0.498524, 1.190107
-0.517590, -0.006375, 0.498524, 1.194899
-0.517589, -0.006374, 0.498526, 1.199888
-0.517588, -0.006373, 0.498528, 1.204976
-0.517588, -0.006373, 0.498530, 1.209986
-0.517587, -0.006373, 0.498531, 1.214949
-0.517587, -0.006372, 0.498532, 1.220070
-0.517586, -0.006372, 0.498534, 1.225508
-0.517586, -0.006372, 0.498534, 1.230003
-0.517586, -0.006372, 0.498534, 1.234852
-0.517586, -0.006372, 0.498535, 1.239924
-0.517585, -0.006372, 0.498536, 1.244892
-0.517585, -0.006372, 0.498536, 1.250155
-0.517585, -0.006372, 0.498537, 1.255008
-0.517585, -0.006372, 0.498537, 1.260050
-0.517585, -0.006372, 0.498538, 1.264991
-0.517584, -0.006372, 0.498539, 1.269921
-0.517584, -0.006372, 0.498539, 1.274948
-0.517584, -0.006371, 0.498540, 1.279942
-0.517584, -0.006371, 0.498540, 1.284962
-0.517584, -0.006371, 0.498541, 1.290205
-0.517583, -0.006371, 0.498541, 1.295112
-0.517583, -0.006370, 0.498542, 1.300198
-0.517583, -0.006370, 0.498542, 1.304977
-0.517583, -0.006369, 0.498543, 1.310021
-0.517583, -0.006369, 0.498543, 1.314954
-0.517582, -0.006369, 0.498544, 1.319996
-0.517582, -0.006368, 0.498545, 1.325037
-0.517582, -0.006368, 0.498545, 1.329848
-0.517582, -0.006367, 0.498546, 1.334887
-0.517581, -0.006367, 0.498547, 1.339915
-0.517581, -0.006367, 0.498547, 1.344889
-0.517580, -0.006367, 0.498548, 1.349907
-0.517581, -0.006367, 0.498549, 1.354901
-0.517580, -0.006367, 0.498550, 1.359903
-0.517580, -0.006367, 0.498551, 1.364886
-0.517580, -0.006367, 0.498551, 1.369912
-0.517579, -0.006367, 0.498552, 1.374893
-0.517579, -0.006367, 0.498552, 1.379917
-0.517578, -0.006366, 0.498554, 1.385054
-0.517578, -0.006366, 0.498555, 1.389960
-0.517577, -0.006366, 0.498556, 1.394961
-0.517577, -0.006366, 0.498557, 1.400045
-0.517577, -0.006366, 0.498558, 1.404963
-0.517577, -0.006366, 0.498558, 1.410015
-0.517577, -0.006366, 0.498559, 1.414975
-0.517576, -0.006366, 0.498559, 1.420040
-0.517576, -0.006366, 0.498560, 1.425013
-0.517576, -0.006366, 0.498560, 1.430009
-0.517576, -0.006366, 0.498561, 1.434951
-0.517575, -0.006366, 0.498562, 1.440045
-0.517575, -0.006366, 0.498563, 1.444870
-0.517575, -0.006366, 0.498564, 1.450073
-0.517574, -0.006366, 0.498565, 1.455076
-0.517574, -0.006366, 0.498566, 1.460132
-0.517574, -0.006365, 0.498566, 1.464988
-0.517573, -0.006365, 0.498567, 1.470026
-0.517573, -0.006365, 0.498568, 1.474968
-0.517573, -0.006365, 0.498568, 1.479977
-0.517573, -0.006365, 0.498568, 1.484970
-0.517573, -0.006365, 0.498569, 1.489996
-0.517572, -0.006365, 0.498570, 1.495086
-0.517572, -0.006365, 0.498571, 1.500210
-0.517572, -0.006365, 0.498572, 1.505069
-0.517572, -0.006365, 0.498572, 1.510038
-0.517571, -0.006364, 0.498573, 1.514959
-0.517571, -0.006364, 0.498573, 1.519931
-0.517571, -0.006364, 0.498574, 1.524892
-0.517571, -0.006364, 0.498574, 1.529910
-0.517571, -0.006364, 0.498575, 1.534890
-0.517571, -0.006364, 0.498575, 1.539908
-0.517570, -0.006363, 0.498576, 1.544891
-0.517570, -0.006363, 0.498577, 1.549989
-0.517570, -0.006363, 0.498577, 1.554948
-0.517570, -0.006363, 0.498578, 1.560032
-0.517569, -0.006363, 0.498578, 1.564959
-0.517569, -0.006363, 0.498579, 1.570094
-0.517569, -0.006363, 0.498580, 1.574924
-0.517569, -0.006362, 0.498580, 1.580022
-0.517568, -0.006362, 0.498581, 1.584995
-0.517568, -0.006362, 0.498581, 1.590024
-0.517568, -0.006362, 0.498582, 1.594945
-0.517568, -0.006362, 0.498582, 1.599929
-0.517568, -0.006361, 0.498583, 1.604918
-0.517568, -0.006361, 0.498583, 1.609919
-0.517568, -0.006360, 0.498583, 1.615034
-0.517567, -0.006359, 0.498585, 1.620039
-0.517567, -0.006359, 0.498586, 1.625013
-0.517566, -0.006359, 0.498587, 1.629922
-0.517566, -0.006359, 0.498587, 1.634957
-0.517566, -0.006358, 0.498588, 1.639981
-0.517566, -0.006358, 0.498589, 1.644953
-0.517565, -0.006358, 0.498589, 1.649997
-0.517565, -0.006358, 0.498589, 1.654942
-0.517565, -0.006358, 0.498590, 1.659976
-0.517565, -0.006357, 0.498591, 1.664963
-0.517564, -0.006357, 0.498592, 1.669957
-0.517564, -0.006357, 0.498592, 1.674944
-0.517564, -0.006357, 0.498593, 1.679907
-0.517564, -0.006357, 0.498593, 1.684941
-0.517564, -0.006356, 0.498593, 1.690424
-0.517564, -0.006356, 0.498594, 1.695152
-0.517563, -0.006356, 0.498595, 1.699895
-0.517563, -0.006355, 0.498595, 1.704893
-0.517563, -0.006355, 0.498596, 1.709925
-0.517563, -0.006355, 0.498597, 1.714902
-0.517562, -0.006354, 0.498598, 1.719981
-0.517562, -0.006354, 0.498599, 1.724984
-0.517562, -0.006354, 0.498599, 1.729897
-0.517561, -0.006354, 0.498601, 1.734912
-0.517561, -0.006354, 0.498601, 1.739903
-0.517561, -0.006354, 0.498601, 1.744919
-0.517561, -0.006354, 0.498602, 1.750101
-0.517561, -0.006354, 0.498603, 1.755497
-0.517561, -0.006354, 0.498603, 1.760332
-0.517561, -0.006354, 0.498603, 1.765275
-0.517561, -0.006354, 0.498603, 1.770008
-0.517561, -0.006354, 0.498603, 1.774951
-0.517561, -0.006354, 0.498603, 1.780123
-0.517560, -0.006354, 0.498604, 1.785074
-0.517560, -0.006354, 0.498605, 1.789929
-0.517559, -0.006353, 0.498606, 1.794888
-0.517559, -0.006353, 0.498608, 1.799924
-0.517558, -0.006353, 0.498609, 1.804897
-0.517558, -0.006353, 0.498610, 1.809950
-0.517558, -0.006353, 0.498611, 1.814943
-0.517557, -0.006353, 0.498612, 1.820409
-0.517557, -0.006353, 0.498613, 1.825233
-0.517557, -0.006353, 0.498613, 1.830024
-0.517557, -0.006353, 0.498613, 1.835126
-0.517557, -0.006353, 0.498613, 1.839901
-0.517557, -0.006353, 0.498613, 1.845082
-0.517557, -0.006353, 0.498614, 1.849957
-0.517557, -0.006353, 0.498614, 1.854960
-0.517556, -0.006353, 0.498614, 1.859991
-0.517556, -0.006353, 0.498615, 1.864946
-0.517556, -0.006353, 0.498616, 1.869897
-0.517556, -0.006353, 0.498616, 1.874891
-0.517555, -0.006352, 0.498617, 1.879904
-0.517555, -0.006352, 0.498618, 1.884997
-0.517555, -0.006352, 0.498618, 1.889903
-0.517555, -0.006352, 0.498619, 1.894890
-0.517555, -0.006352, 0.498619, 1.899943
-0.517555, -0.006352, 0.498619, 1.904895
-0.517555, -0.006351, 0.498619, 1.909897
-0.517555, -0.006351, 0.498619, 1.914982
-0.517555, -0.006351, 0.498619, 1.919992
-0.517554, -0.006351, 0.498620, 1.924958
-0.517554, -0.006350, 0.498621, 1.929890
-0.517554, -0.006350, 0.498622, 1.934895
-0.517553, -0.006350, 0.498623, 1.940000
-0.517553, -0.006350, 0.498624, 1.945102
-0.517553, -0.006350, 0.498624, 1.949977
-0.517552, -0.006350, 0.498626, 1.954956
-0.517552, -0.006350, 0.498626, 1.959987
-0.517552, -0.006350, 0.498626, 1.964959
-0.517552, -0.006350, 0.498627, 1.969970
-0.517552, -0.006350, 0.498627, 1.975035
-0.517552, -0.006350, 0.498628, 1.980283
-0.517551, -0.006350, 0.498628, 1.984981
-0.517551, -0.006350, 0.498629, 1.989941
-0.517551, -0.006350, 0.498630, 1.994889
-0.517551, -0.006349, 0.498630, 2.000036
-0.517550, -0.006349, 0.498631, 2.004954
-0.517550, -0.006349, 0.498631, 2.009992
-0.517550, -0.006349, 0.498631, 2.014953
-0.517550, -0.006349, 0.498632, 2.019959
-0.517550, -0.006349, 0.498632, 2.024989
-0.517550, -0.006349, 0.498632, 2.030111
-0.517550, -0.006349, 0.498632, 2.034994
-0.517550, -0.006349, 0.498633, 2.040017
-0.517549, -0.006349, 0.498634, 2.044991
-0.517549, -0.006349, 0.498634, 2.049999
-0.517549, -0.006349, 0.498635, 2.054951
-0.517549, -0.006349, 0.498635, 2.059987
-0.517549, -0.006349, 0.498635, 2.064976
-0.517549, -0.006349, 0.498636, 2.069962
-0.517549, -0.006349, 0.498636, 2.075043
-0.517548, -0.006348, 0.498636, 2.080661
-0.517548, -0.006348, 0.498637, 2.084972
-0.517548, -0.006348, 0.498637, 2.089986
-0.517548, -0.006348, 0.498638, 2.094959
-0.517548, -0.006348, 0.498638, 2.100071
-0.517548, -0.006347, 0.498638, 2.105046
-0.517547, -0.006347, 0.498639, 2.109998
-0.517547, -0.006347, 0.498639, 2.115017
-0.517547, -0.006346, 0.498640, 2.119994
-0.517547, -0.006346, 0.498640, 2.124964
-0.517547, -0.006346, 0.498641, 2.130000
-0.517547, -0.006346, 0.498641, 2.134924
-0.517547, -0.006346, 0.498641, 2.140023
-0.517547, -0.006346, 0.498641, 2.144970
-0.517546, -0.006346, 0.498642, 2.149980
-0.517546, -0.006346, 0.498642, 2.154904
-0.517546, -0.006346, 0.498643, 2.159970
-0.517546, -0.006346, 0.498643, 2.164918
-0.517546, -0.006346, 0.498643, 2.169920
-0.517546, -0.006346, 0.498644, 2.174969
-0.517546, -0.006346, 0.498644, 2.179932
-0.517545, -0.006346, 0.498645, 2.184961
-0.517545, -0.006346, 0.498645, 2.190022
-0.517545, -0.006346, 0.498645, 2.194945
-0.517545, -0.006346, 0.498646, 2.199960
-0.517545, -0.006346, 0.498646, 2.204971
-0.517545, -0.006346, 0.498647, 2.210023
-0.517544, -0.006346, 0.498647, 2.214955
-0.517544, -0.006345, 0.498648, 2.219973
-0.517544, -0.006345, 0.498649, 2.224957
-0.517544, -0.006345, 0.498649, 2.229905
-0.517544, -0.006344, 0.498649, 2.234887
-0.517543, -0.006344, 0.498650, 2.239919
-0.517543, -0.006344, 0.498651, 2.244944
-0.517543, -0.006344, 0.498651, 2.249936
-0.517543, -0.006344, 0.498652, 2.255033
-0.517543, -0.006343, 0.498652, 2.260107
-0.517543, -0.006343, 0.498653, 2.264971
-0.517543, -0.006343, 0.498653, 2.270023
-0.517542, -0.006343, 0.498653, 2.274959
-0.517542, -0.006343, 0.498654, 2.280089
-0.517542, -0.006342, 0.498654, 2.284975
-0.517542, -0.006342, 0.498655, 2.289912
-0.517542, -0.006341, 0.498655, 2.294897
-0.517542, -0.006341, 0.498655, 2.299885
-0.517541, -0.006341, 0.498656, 2.304948
-0.517541, -0.006340, 0.498656, 2.309869
-0.517541, -0.006340, 0.498656, 2.314893
-0.517541, -0.006339, 0.498656, 2.319912
-0.517541, -0.006339, 0.498657, 2.324887
-0.517541, -0.006339, 0.498657, 2.329985
-0.517541, -0.006339, 0.498657, 2.334971
-0.517541, -0.006339, 0.498657, 2.339969
-0.517541, -0.006339, 0.498658, 2.344988
-0.517540, -0.006338, 0.498659, 2.350001
-0.517540, -0.006338, 0.498660, 2.354948
-0.517540, -0.006338, 0.498660, 2.359980
-0.517540, -0.006338, 0.498661, 2.365016
-0.517540, -0.006337, 0.498661, 2.369969
-0.517540, -0.006337, 0.498661, 2.374964
-0.517539, -0.006337, 0.498662, 2.379986
-0.517539, -0.006337, 0.498662, 2.385192
-0.517539, -0.006337, 0.498663, 2.389988
-0.517539, -0.006336, 0.498664, 2.394900
-0.517538, -0.006336, 0.498665, 2.399900
-0.517538, -0.006336, 0.498667, 2.404891
-0.517537, -0.006336, 0.498667, 2.410212
-0.517537, -0.006336, 0.498668, 2.415185
-0.517537, -0.006336, 0.498669, 2.419884
-0.517537, -0.006336, 0.498669, 2.424924
-0.517537, -0.006336, 0.498669, 2.429942
-0.517537, -0.006336, 0.498669, 2.434905
-0.517537, -0.006335, 0.498669, 2.440068
-0.517537, -0.006335, 0.498669, 2.444956
-0.517537, -0.006335, 0.498669, 2.449950
-0.517537, -0.006334, 0.498669, 2.454942
-0.517537, -0.006334, 0.498669, 2.460019
-0.517537, -0.006334, 0.498669, 2.464962
-0.517537, -0.006334, 0.498669, 2.470018
-0.517537, -0.006334, 0.498669, 2.474957
-0.517537, -0.006334, 0.498669, 2.480360
-0.517537, -0.006334, 0.498669, 2.485130
-0.517537, -0.006334, 0.498669, 2.490016
-0.517536, -0.006334, 0.498671, 2.494953
-0.517536, -0.006334, 0.498672, 2.499974
-0.517535, -0.006333, 0.498675, 2.504880
-0.517534, -0.006333, 0.498678, 2.510161
-0.517533, -0.006333, 0.498680, 2.515060
-0.517532, -0.006333, 0.498683, 2.520055
-0.517531, -0.006332, 0.498684, 2.524996
-0.517531, -0.006332, 0.498686, 2.529894
-0.517530, -0.006332, 0.498686, 2.534893
-0.517530, -0.006332, 0.498686, 2.539910
-0.517530, -0.006332, 0.498686, 2.544969
-0.517530, -0.006332, 0.498686, 2.549937
-0.517530, -0.006332, 0.498686, 2.554899
-0.517530, -0.006332, 0.498686, 2.559945
-0.517530, -0.006332, 0.498686, 2.564894
-0.517530, -0.006332, 0.498686, 2.569996
-0.517530, -0.006332, 0.498686, 2.574976
-0.517530, -0.006332, 0.498688, 2.580032
-0.517529, -0.006331, 0.498690, 2.584951
-0.517529, -0.006331, 0.498692, 2.589988
-0.517528, -0.006331, 0.498693, 2.594951
-0.517528, -0.006331, 0.498693, 2.599941
-0.517528, -0.006331, 0.498694, 2.604995
-0.517528, -0.006332, 0.498694, 2.610068
-0.517528, -0.006331, 0.498694, 2.614995
-0.517528, -0.006332, 0.498694, 2.619948
-0.517528, -0.006331, 0.498694, 2.624891
-0.517528, -0.006330, 0.498694, 2.629909
-0.517528, -0.006330, 0.498694, 2.634890
-0.517527, -0.006330, 0.498695, 2.639951
-0.517527, -0.006330, 0.498696, 2.644931
-0.517527, -0.006331, 0.498697, 2.649923
-0.517526, -0.006329, 0.498698, 2.654920
-0.517526, -0.006330, 0.498699, 2.659965
-0.517526, -0.006329, 0.498699, 2.664892
-0.517526, -0.006330, 0.498700, 2.669924
-0.517526, -0.006330, 0.498700, 2.674899
-0.517526, -0.006329, 0.498700, 2.679919
-0.517525, -0.006330, 0.498700, 2.684968
-0.517525, -0.006329, 0.498700, 2.690028
-0.517525, -0.006329, 0.498701, 2.694963
-0.517525, -0.006329, 0.498701, 2.699890
-0.517525, -0.006329, 0.498701, 2.704927
-0.517525, -0.006329, 0.498702, 2.709916
-0.517525, -0.006329, 0.498702, 2.714911
-0.517524, -0.006329, 0.498703, 2.719902
-0.517524, -0.006329, 0.498704, 2.724891
-0.517524, -0.006329, 0.498704, 2.729897
-0.517524, -0.006329, 0.498704, 2.734891
-0.517524, -0.006329, 0.498704, 2.739912
-0.517524, -0.006328, 0.498704, 2.744893
-0.517524, -0.006328, 0.498704, 2.749893
-0.517524, -0.006327, 0.498704, 2.754905
-0.517524, -0.006328, 0.498705, 2.759929
-0.517524, -0.006327, 0.498706, 2.764890
-0.517523, -0.006328, 0.498706, 2.769901
-0.517523, -0.006328, 0.498707, 2.774894
-0.517523, -0.006327, 0.498707, 2.779881
-0.517523, -0.006326, 0.498707, 2.784893
-0.517523, -0.006326, 0.498708, 2.789950
-0.517523, -0.006326, 0.498708, 2.794899
-0.517523, -0.006326, 0.498708, 2.799891
-0.517523, -0.006326, 0.498708, 2.804902
-0.517523, -0.006326, 0.498708, 2.809985
-0.517522, -0.006326, 0.498709, 2.814888
-0.517522, -0.006326, 0.498709, 2.819918
-0.517522, -0.006325, 0.498709, 2.824918
-0.517522, -0.006325, 0.498709, 2.829906
-0.517522, -0.006325, 0.498710, 2.834893
-0.517522, -0.006325, 0.498711, 2.839982
-0.517522, -0.006325, 0.498711, 2.845040
-0.517521, -0.006326, 0.498711, 2.849892
-0.517521, -0.006326, 0.498711, 2.854890
-0.517521, -0.006325, 0.498711, 2.859928
-0.517521, -0.006326, 0.498712, 2.864891
-0.517521, -0.006325, 0.498712, 2.870023
-0.517521, -0.006324, 0.498712, 2.874948
-0.517521, -0.006324, 0.498713, 2.879999
-0.517521, -0.006324, 0.498713, 2.884975
-0.517521, -0.006325, 0.498713, 2.889972
-0.517520, -0.006325, 0.498714, 2.894965
-0.517520, -0.006324, 0.498715, 2.899930
-0.517520, -0.006324, 0.498715, 2.904927
