1.57123e+09, -0.531591, -0.090123, 0.50875
1.57123e+09, -0.531738, -0.0903294, 0.507722
1.57123e+09, -0.531901, -0.0905338, 0.506705
1.57123e+09, -0.532078, -0.0907383, 0.50566
1.57123e+09, -0.532265, -0.0909517, 0.504587
1.57123e+09, -0.532458, -0.0911661, 0.503503
1.57123e+09, -0.532669, -0.0913743, 0.502394
1.57123e+09, -0.532898, -0.0915805, 0.501271
1.57123e+09, -0.533146, -0.0917914, 0.500103
1.57123e+09, -0.533414, -0.0920063, 0.498914
1.57123e+09, -0.533697, -0.0922189, 0.497713
1.57123e+09, -0.533991, -0.0924378, 0.496542
1.57123e+09, -0.534294, -0.0926764, 0.495399
1.57123e+09, -0.534611, -0.0929168, 0.49427
1.57123e+09, -0.534945, -0.0931382, 0.493119
1.57123e+09, -0.535303, -0.0933491, 0.49195
1.57123e+09, -0.535677, -0.0935604, 0.490751
1.57123e+09, -0.53608, -0.0937687, 0.4895
1.57123e+09, -0.536511, -0.0939676, 0.488225
1.57123e+09, -0.536961, -0.0941711, 0.486942
1.57123e+09, -0.537425, -0.0943889, 0.485705
1.57123e+09, -0.537898, -0.0946182, 0.484505
1.57123e+09, -0.538394, -0.0948379, 0.483314
1.57123e+09, -0.538903, -0.0950523, 0.4821
1.57123e+09, -0.539433, -0.0952555, 0.480846
1.57123e+09, -0.539995, -0.0954414, 0.479527
1.57123e+09, -0.540586, -0.0956117, 0.47817
1.57123e+09, -0.541188, -0.0957796, 0.476843
1.57123e+09, -0.541784, -0.0959588, 0.475565
1.57123e+09, -0.54239, -0.0961463, 0.474331
1.57123e+09, -0.543022, -0.0963286, 0.473097
1.57123e+09, -0.543671, -0.0964881, 0.471818
1.57123e+09, -0.544339, -0.0966342, 0.470471
1.57123e+09, -0.545028, -0.0967803, 0.46908
1.57123e+09, -0.54572, -0.0969357, 0.467726
1.57123e+09, -0.546416, -0.0971016, 0.466422
1.57123e+09, -0.54713, -0.0972631, 0.46515
1.57123e+09, -0.547851, -0.0974045, 0.463877
1.57123e+09, -0.548588, -0.0975271, 0.462535
1.57123e+09, -0.54933, -0.0976414, 0.461144
1.57123e+09, -0.550074, -0.0977617, 0.459766
1.57123e+09, -0.550822, -0.0979068, 0.458448
1.57123e+09, -0.551573, -0.0980691, 0.457144
1.57123e+09, -0.552336, -0.098222, 0.455848
1.57123e+09, -0.553117, -0.0983426, 0.454488
1.57123e+09, -0.5539, -0.0984425, 0.453065
1.57123e+09, -0.554684, -0.0985498, 0.451684
1.57123e+09, -0.55546, -0.0986817, 0.450372
1.57123e+09, -0.556234, -0.0988378, 0.449096
1.57123e+09, -0.557021, -0.0989999, 0.447831
1.57123e+09, -0.557822, -0.0991239, 0.446487
1.57123e+09, -0.558638, -0.0992225, 0.445109
1.57123e+09, -0.55944, -0.0993345, 0.443739
1.57123e+09, -0.56022, -0.0994756, 0.442448
1.57123e+09, -0.561004, -0.0996406, 0.441238
1.57123e+09, -0.561798, -0.0998151, 0.440005
1.57123e+09, -0.562609, -0.0999632, 0.438676
1.57123e+09, -0.563451, -0.100092, 0.43734
1.57123e+09, -0.564278, -0.100225, 0.43604
1.57123e+09, -0.565073, -0.100378, 0.43478
1.57123e+09, -0.565866, -0.100545, 0.433599
1.57123e+09, -0.566646, -0.100708, 0.43237
1.57123e+09, -0.567415, -0.100855, 0.431056
1.57123e+09, -0.568197, -0.100999, 0.429763
1.57123e+09, -0.568963, -0.101166, 0.428526
1.57123e+09, -0.569682, -0.101351, 0.427283
1.57123e+09, -0.570415, -0.101556, 0.426109
1.57123e+09, -0.571142, -0.101757, 0.42487
1.57123e+09, -0.571882, -0.101943, 0.423598
1.57123e+09, -0.572639, -0.102122, 0.422372
1.57123e+09, -0.573377, -0.102332, 0.421186
1.57123e+09, -0.574105, -0.102581, 0.420053
1.57123e+09, -0.574837, -0.102855, 0.418907
1.57123e+09, -0.575581, -0.103095, 0.417719
1.57123e+09, -0.576334, -0.103305, 0.416493
1.57123e+09, -0.577073, -0.103543, 0.415307
1.57123e+09, -0.57781, -0.103808, 0.414178
1.57123e+09, -0.578534, -0.104081, 0.413074
1.57123e+09, -0.579256, -0.10436, 0.411941
1.57123e+09, -0.579983, -0.104635, 0.41075
1.57123e+09, -0.580714, -0.104898, 0.409548
1.57123e+09, -0.581453, -0.105165, 0.408415
1.57123e+09, -0.582162, -0.10547, 0.407298
1.57123e+09, -0.582876, -0.105789, 0.406233
1.57123e+09, -0.583591, -0.106086, 0.40512
1.57123e+09, -0.584313, -0.10638, 0.403981
1.57123e+09, -0.585023, -0.106674, 0.402815
1.57123e+09, -0.585728, -0.106977, 0.401704
1.57123e+09, -0.586426, -0.107304, 0.400626
1.57123e+09, -0.587106, -0.107647, 0.399544
1.57123e+09, -0.587793, -0.107973, 0.39844
1.57123e+09, -0.588476, -0.108291, 0.397289
1.57123e+09, -0.589162, -0.108617, 0.396165
1.57123e+09, -0.58984, -0.108941, 0.395067
1.57123e+09, -0.590502, -0.109289, 0.393995
1.57123e+09, -0.591161, -0.109651, 0.392935
1.57123e+09, -0.591819, -0.109987, 0.391837
1.57123e+09, -0.592471, -0.110315, 0.390698
1.57123e+09, -0.593109, -0.110638, 0.389538
1.57123e+09, -0.593759, -0.110964, 0.388447
1.57123e+09, -0.594376, -0.111323, 0.387345
1.57123e+09, -0.594981, -0.111674, 0.386231
1.57123e+09, -0.595593, -0.112005, 0.385109
1.57123e+09, -0.596192, -0.112335, 0.383923
1.57123e+09, -0.596802, -0.112648, 0.382758
1.57123e+09, -0.597392, -0.112974, 0.381604
1.57123e+09, -0.597978, -0.113309, 0.380493
1.57123e+09, -0.598554, -0.113621, 0.379366
1.57123e+09, -0.599131, -0.113927, 0.378228
1.57123e+09, -0.599704, -0.1142, 0.377046
1.57123e+09, -0.600265, -0.114454, 0.375828
1.57123e+09, -0.600811, -0.11472, 0.374623
